SITE|STONE|INSCRIPTIO|DOUBTFUL|INCOMPLETE|CONDITION|LEGIBILITY|SECONDARY|ORIENTATIO|NO_LINES|POSITION1|POSITION2|POSITION3|POSITION4|POSITION|INCISION|TECHNIQUE|NAMES|LANGUAGE|LING_NOTES|CARVE_ERR|SCRIPT|LETTER_HEI|PALEO_NOTE|id
CLMAC|149|1|f|t|some|Macalister/1909, 40, indicates that the stone is quite badly damaged, and that some of the lettering is lost.|f|verd|2|n/a|broad|within quadrants|quadrant||inc||1|goide||0|rbook|||CLMAC/149/1
CLMAC|150|1|f|t|poor|"Macalister/1909, 40, `I thought I detected a C and M in the lower sinister panel...but they are very faint, and no other traces of an inscription can be found''.

Macalister/1949, 59, `Very faint traces of an inscription on the sinister side''."|f|vup|1|n/a|broad|within quadrants|quadrant||inc|||ind||0|rbook|||CLMAC/150/1
CLMAC|151|1|f|t|good|Of the letters which survive only the G and A are complete.|f|vup|2|n/a|broad|within quadrants|quadrant||inc|||inc||0|rbook|||CLMAC/151/1
CLMAC|152|1|f|f|good||f|inc|1|n/a|broad|n/a|undecorated||inc||1|name||0|rbook|||CLMAC/152/1
CLMAC|152|2|f|f|good||f|inc|1|n/a|broad|n/a|undecorated||inc|||goide||0|oghms||The consonants are placed on the inverted side of the stem line.|CLMAC/152/2
CLMAC|153|1|f|f|inc||f|circ|1|n/a|broad|within quadrants|quadrant||inc||1|name||0|rbook|||CLMAC/153/1
CLMAC|154|1|f|f|inc|Petrie/1872, 17, `the lettering is indistinct'.|f|horz|1|n/a|broad|within quadrants|quadrant||inc||1|name||0|rbook|||CLMAC/154/1
CLMAC|155|1|f|t|inc||f|inc|1|n/a|broad|n/a|undecorated||inc||1|goide||0|rbook|||CLMAC/155/1
CLMAC|156|1|f|f|some||f|ind|1|inc|broad|beside cross|-|Macalister/1945, 60: `...running parallel to the dexter side'.|inc||1|goide||0|rbook|||CLMAC/156/1
CLMAC|144|1|f|f|good||f|verd|2|n/a|broad|within quadrants|quadrant||inc||1|goide||0|rbook|||CLMAC/144/1
CLMAC|157|1|f|f|some||f|ind|3|n/a|broad|mixed|separated|The first two lines of the inscription occupy the space immediately above the terminal of the the top arm. The third line is split by this arm, and occupies the left and right upper quadrants of the cross. |inc||1|goide||0|rbook|||CLMAC/157/1
CLMAC|158|1|f|f|some||f|ind|1|n/a|broad|beside cross|separated|"Inscription runs along the central shaft of the cross, divided by the right-hand cross arm.
"|inc||0|ind||0|rbook|||CLMAC/158/1
CLMAC|159|1|f|f|some||f|ind|1|n/a|broad|within quadrants|separated||inc.||1|goide||0|rbook|||CLMAC/159/1
CLMAC|160|1|f|f|n/a||f|inc||n/a|inc|above cross|undivided||inc|||ind||0|rbook|||CLMAC/160/1
CLMAC|161|1|f|f|poor|"Petrie/1872, 20: `...the principal part of the inscription has unfortunately been broken away''. 

Macalister/1909, 43: `...much flaked''."|f|ind|1|n/a|broad|above cross|undivided||inc||0|ind||0|rbook|||CLMAC/161/1
CLMAC|162|1|f|f|inc||f|ind|1|n/a|broad|beside cross|undivided||inc|||goide||0|rbook|||CLMAC/162/1
CLMAC|163|1|f|f|good||f|ind|1|n/a|broad|above cross|other||inc||1|goide||0|rbook|||CLMAC/163/1
CLMAC|165|1|f|f|inc||f|ind|1|n/a|broad|below cross|undivided||inc||1|goide||0|rbook||Macalister/1909, 43; `The reversed accent [above the U] is unusual'. |CLMAC/165/1
CLMAC|166|1|f|f|inc||f|circ|1|n/a|broad|inc|undivided||inc|||goide||0|rbook||Macalister/1909, 43, comments on Petrie's transcription, `...probably incorrectly copied'. |CLMAC/166/1
CLMAC|167|1|f|f|inc|Macalister/1909. 43, comments on Petrie's presentation of the inscription :`The inscription is given as RARCEN, the second R having apparently lost its diagonal stroke. The restoration, O~R~ AR CENNEDIG, suggested in the letterpress, is clearly impossible if the stone be correctly drawn; the initial O would show some trace, and the name would not naturally project so far beyond the cross as CENNEDIG written in one line. probably the inscription is a single name, incorrectly copied'. |f|horz|1|n/a|broad|above cross|separated||inc|||goide||0|rbook|||CLMAC/167/1
CLMAC|168|1|f|f|inc|"Petrie/1872, 28: `The abbreviation used here for OROIT is singular. As only three and a half of the final letters of the name exist, it is diffcult to conjecture what it was, unless ome name that ends in _thin_, such as Cairrthin''. 

Macalister/1909, 44: `The unusual abbreviation used for OROIT strikes me as a suspicious point about this transcript''. "|f|horz|2|n/a|broad|mixed|undivided||inc|||goide||0|rbook|||CLMAC/168/1
CLMAC|169|1|f|f|inc||f|ind|2|n/a|broad|beside cross|undivided||inc|||goide||0|rbook|||CLMAC/169/1
CLMAC|170|1|f|f|inc||f|horz|2|n/a|broad|above cross|separated||inc||1|goide||0|rbook|||CLMAC/170/1
CLMAC|171|1|f|f|inc||f|verd|1|n/a|broad|beside cross|separated||inc||1|goide||0|rbook|||CLMAC/171/1
CLMAC|172|1|f|f|inc||f|ind|1|n/a|broad|beside cross|undivided||inc|||ind|"Macalister/1909,44: `...a curiously Saxon looking name''. 
"|0|rbook|||CLMAC/172/1
CLMAC|173|1|f|f||Petrie/1872, 35: This inscription is so mutilated, it is impossible to suggest what the name may have been'. |f|ind|1|n/a|broad|beside cross|ind||inc|||ind||0|rbook|||CLMAC/173/1
CLMAC|174|1|f|f|||f|ind|1|n/a|broad|beside cross|undivided||inc|||ind||0|rbook|||CLMAC/174/1
CLMAC|176|1|f|f|inc||f|horz|1|n/a|broad|below cross|undivided||inc||1|ind||0|rbook|||CLMAC/176/1
CLMAC|177|1|f|f|n/a||f|mix|1|n/a|broad|mixed|undivided||inc|||ind||0|rbook|||CLMAC/177/1
CLMAC|178|1|f|f|n/a||f|circ|1|n/a|broad|above cross|undivided||inc||1|name||0|rbook|||CLMAC/178/1
CLMAC|179|1|f|f|n/a||f|verd|3|n/a|broad|within quadrants|quadrant||inc||1|goide||0|rbook||The A of the second line has an accent over it.|CLMAC/179/1
CLMAC|180|1|f|f|n/a||f|horz|3|n/a|broad|within quadrants|quadrant||inc||1|goide||0|rbook|||CLMAC/180/1
CLMAC|181|1|f|t|n/a||f|horz|1|n/a|broad|within quadrants|quadrant||inc||1|name||0|rbook||Accent above the A. |CLMAC/181/1
CLMAC|182|1|f|f|n/a||f|ind|1|n/a|broad|n/a|undecorated||inc||1|goide||1|rbook||The Plate in Petrie/1872, Plate XXXVII, shows a superscipt I above the O in CORBRIU. It is uncertain what purpose this might have had. The plate also shows an interpunct between CORBRIU and CHRUMM to show word division.|CLMAC/182/1
CLMAC|183|1|f|f|n/a||f|horz|2|n/a|broad|within quadrants|quadrant||inc||1|goide||0|rbook|||CLMAC/183/1
CLMAC|183|2|f|f|n/a||t|horz|1|n/a|broad|within quadrants|quadrant||inc||1|goide||0|rbook|||CLMAC/183/2
CLMAC|184|1|f|t|n/a||f|horz|1|n/a|broad|above cross|separated||inc||1|name||0|rbook|||CLMAC/184/1
CLMAC|185|1|f|t|n/a||f|verd|1|n/a|broad|within quadrants|quadrant||inc||1|goide||0|rbook|||CLMAC/185/1
CLMAC|190|1|f|t|n/a||f|verd|2|n/a|broad|within quadrants|quadrant||inc||1|goide||0|rbook|||CLMAC/190/1
CLMAC|191|1|f|t|n/a||f|verd|1|n/a|broad|within quadrants|quadrant||inc||1|name||0|rbook|||CLMAC/191/1
CLMAC|192|1|f|f|n/a||f|verd|1|n/a|broad|within quadrants|quadrant||inc||1|goide||0|rbook|||CLMAC/192/1
CLMAC|193|1|f|t|n/a||f|verd|1|n/a|broad|within quadrants|quadrant||inc||1|name||0|rbook|||CLMAC/193/1
CLMAC|194|1|f|t|n/a||f|horz|1|n/a|broad|within quadrants|quadrant||inc||1|name||0|rbook|||CLMAC/194/1
CLMAC|195|1|f|f|n/a||f|verd|2|n/a|broad|within quadrants|quadrant||inc||1|goide||0|rbook|||CLMAC/195/1
CLMAC|196|1|f|f|some||f|ind|1|inc|broad|on cross|panel|The inscription sits at the terminal end of the cross arm, within a panel. |inc||1|name||0|rbook|||CLMAC/196/1
CLMAC|197|1|f|t|some||f|verd|2|n/a|broad|beside cross|separated||inc||1|goide||0|rbook|||CLMAC/197/1
CLMAC|198|1|f|t|inc||f|ind|1|n/a|broad|above cross|undivided||inc|||ind||0|rbook|||CLMAC/198/1
CLMAC|199|1|f|t|inc||f|circ|1|inc|broad|above cross|undivided||inc||1|name||0|rbook|||CLMAC/199/1
CLMAC|200|1|f|t|poor|Macalister/1909, 48, observes that this inscription appears to have been defaced. |f|horz|2|n/a|broad|beside cross|separated|Macalister/1909, 48, `The inscription ran down the dexter side in two lines, but seems to have been defaced'. |inc||1|goide||0|rbook|||CLMAC/200/1
CLMAC|201|1|f|t|inc|Petrie/1872, 73, `...the letters have been so much mutilated that it is impossible to know the name of which they formed a part'. |f|horz|1|n/a|broad|n/a|undivided||inc|||name||0|rbook|||CLMAC/201/1
CLMAC|202|1|f|t|good|Macalister/1949, 64, ``BIBRIA' is written as clearly as it well can be in this unsigned drawing in CIIL, but in the accompanying letterpress it is said to be `so obliterated that it is uncertain what it may have been; it looks very like BRIAN''. |f|horz|3|n/a|broad|n/a|undecorated||inc||1|goide||0|rbook|||CLMAC/202/1
CLMAC|203|1|f|t|inc|Petrie/1872, 74, and Plate LXXII, Fig.171, provides different readings of this inscription without passing comment on the differences between figure and transcription. |f|horz|2|n/a|broad|beside cross|separated||inc||1|goide||0|rbook|||CLMAC/203/1
CLMAC|204|1|f|t|inc|"Petrie/1872, 74, `There is no trace on this stone of any name having been carved on to it''. 

Macalister/1909, 48, `Inscription...in the upper dexter canton. No trace of any other letters discovered''. "|t|ind|1|inc|broad|beside cross|undivided||inc|||goide||0|rbook|||CLMAC/204/1
CLMAC|205|1|f|t|some||f|horz|2|inc|broad|beside cross|quadrant||inc||1|goide||0|rbook|||CLMAC/205/1
CLMAC|206|1|f|t|inc||f|horz|2|inc|broad|above cross|undivided||inc||1|goide||0|rbook|||CLMAC/206/1
CLMAC|207|1|f|t|some||f|horz|2|inc|broad|beside cross|separated||inc||1|goide||0|rbook|||CLMAC/207/1
CLMAC|208|1|t|f|inc|"The precise form and content of the stone and its inscription is unkonwn, as Macalister/1909, 65: `Known only from a note in `The Bishop''s Book'' (1684) recording a visit of the Bishop of Meath of the time to Clonmacnois. he notes the inscription on this slab,otherwise unknown - `Iah an Shanaly moretagh i murry aspug Clone Kean Mee'', which might stand for + OR AR ANMAIN MUIRCERTIG I MUIREDAIG ESPOIC CLUANA [CAOIN MIDE]?`. 
Presenting this `transcription'' in 1909 Macalister had noted Macalister/1909, 49: `The bishop''s rendering is past doctoring''. "|f|inc|2|inc|inc|inc|inc||inc|||goide||0|rbook|||CLMAC/208/1
CLMAC|209|1|f|t|some|Macalister/1945, 66, `The L might possibly be a B, but on the whole, the reading adopted is the more probable. There is a stroke above and between the CO, not here reproduced, apparently cut but of no significance'. |f|horz|2|inc|arris|beside cross|undivided|Macalister/1949, 66, `...on the dexter side fragments of two lines of writing, COLORA'. |inc||1|name||0|rbook|||CLMAC/209/1
CLMAC|210|1|f|f|some||f|horz|2|inc|broad|above cross|undivided||inc||1|name||0|rbook|||CLMAC/210/1
CLMAC|211|1|f|t|inc||f|horz|1|n/a|broad|within quadrants|quadrant||inc||1|ind||0|rbook|||CLMAC/211/1
CLMAC|212|1|f|f|some||f|verd|4|n/a|broad|within quadrants|separated||inc||1|mixed|Macalister/1949, 66, noted that the last five [Latin] words appeared to have been added to the inscription'. |0|rbook||Macalister/1949, 66, `The word _est_ is represented by the symbol Z. frequent in Irish MSS. The last five words appear to be an addition'.|CLMAC/212/1
CLMAC|213|1|f|t|poor||f|verd|1|inc|broad|beside cross|undivided||inc|||ind||0|rbook|||CLMAC/213/1
CLMAC|214|1|f|f|some||f|horz|1|n/a|broad|within quadrants|separated||inc||1|name||0|rbook|||CLMAC/214/1
CLMAC|215|1|f|t|some||f|circ|1|inc|broad|within quadrants|separated|Macalister/1949, 66, `Top of a wheel cross...in the upper cantons'. |inc|||goide||0|rbook|||CLMAC/215/1
CLMAC|216|1|f|t|poor||f|ind|1|inc|broad|inc|ind||inc|||ind||0|rbook|||CLMAC/216/1
CLMAC|220|1|f|f|poor||f|ind|1|inc|arris|beside cross|ind||inc|||ind||0|rbook|||CLMAC/220/1
CLMAC|221|1|f|t|poor|Only one complete letter survives.|f|ind|1|n/a|broad|within quadrants|quadrant||inc|||ind||0|rbook|||CLMAC/221/1
CLMAC|222|1|f|t|some||f|ind|1|n/a|broad|n/a|ind||inc|||ind||0|rbook||Macalister/1949, 67, `in bold lettering'.|CLMAC/222/1
CLMAC|223|1|f|t|poor||f|circ|1|n/a|other|n/a|other||inc|||ind||0|rbook|||CLMAC/223/1
