SITE|STONE|INSCRIPTIO|READING|BY_WHOM|WHEN|TEXT|LING_NOTES|id
BLHER|1|1|1|Macalister, R.A.S.|1897|"COIMAGNIMAQIVI ||| TALIN"||BLHER/1/1-1
BLHUN|1|1|1|Macalister, R.A.S.|1897|"DUGENNGGI | MAQIREDDOS"||BLHUN/1/1-1
BLHUN|1|1|2|Macalister, R.A.S.|1945|"DUGENNGG[I] | MAQIRODDOS"||BLHUN/1/1-2
BLHUN|1|1|3|Cuppage, J.|1986|"DUG[E^U]NNGG | MAQIR[O]DD[O]S"||BLHUN/1/1-3
BLNIG|1|1|1|Macalister, R.A.S.|1897|"LUGUQRITMA[QI] | QRITT[I]"||BLNIG/1/1-1
BLNIG|1|1|2|Cuppage, J.|1986|"LUGOQRITMA[QI] ||| QRITT[I]"||BLNIG/1/1-2
BLTAG|1|1|1|Macalister, R.A,S.|1897|AKEVRITTI||BLTAG/1/1-1
BLTAG|2|1|1|Macalister, R.A.S.|1897|"MAQQIIARIKIMA ||| QQI ||| MUCCOIDOVVINIAS"||BLTAG/2/1-1
BLTAG|2|1|2|Macalister, R.A.S.|1945|"MAQQIIARIKOIMA ||| QQI ||| MUCCOIDOVVINIAS"||BLTAG/2/1-2
BLTAG|3|1|1|Macalister, R.A.S.|1897|"DOVETIMAQQI ||| CATTI ||| NI"||BLTAG/3/1-1
BLTAG|4|1|1|Macalister, R.A.S.|1897|"SUVALLOSMAQ ||| QIDU ||| COVAROS"||BLTAG/4/1-1
BLTAG|4|1|2|Cuppage, J.|1986|"SUVALLOSMAQ ||| [..]DUC ||| OVAROS"||BLTAG/4/1-2
BLTAG|5|1|1|Macalister, R.A.S.|1945|"MAQIDECCEDA ||| MAQI ||| GLASICONAS"||BLTAG/5/1-1
BLTAG|6|1|1|Macalister, R.A.S.|1897|TRIAMAQAMAILAGNI||BLTAG/6/1-1
BLTAG|6|1|2|Cuppage, J.|1986|"TRIAMAQAMAILA ||| GNI | CURCITTI"||BLTAG/6/1-2
BLTAG|6|2|1|Macalister, R.A.S.|1897|CURCITTI||BLTAG/6/2-1
BLTAG|7|1|1|Macalister, R.A.S.|1945|INISSIONAS||BLTAG/7/1-1
BLTAG|8|1|1|Macalister, R.A.S.|1945|"CUNAMAQQIA ||| VICOR ||| BBI"||BLTAG/8/1-1
BLTAG|8|1|2|OKelly, M.J.|1986|CULIMAQQIAVICORBI||BLTAG/8/1-2
BLTAG|9|1|1|Macalister, R.A.S.|1945|"NETTALAMINACCAKO ||| IMA ||| QQIMUCOIDOVIN[IA]S"||BLTAG/9/1-1
BLTAG|9|1|2|Gippert, J.|1987|[NT]L[A]MINACCAKOIMAQQIMUCOIDO[V][--||BLTAG/9/1-2
BLTAG|9|1|3|Macalister, R.A.S.|1897|"NETTALAMINCAKO ||| I ||| MAQQIMUCOIDOV[--"||BLTAG/9/1-3
BLTAG|9|1|4|Cuppage, J.|1986|"N[E]TTALAMINACCAKO ||| [I]MA ||| QQIMUCOIDO[--"||BLTAG/9/1-4
BLTAG|10|1|1|Cuppage, J.|1986|[--]||BLTAG/10/1-1
BLTER|1|1|1|Macalister, R.A.S.|1945|VOENACUNASM[--||BLTER/1/1-1
BLTER|1|1|2|Cuppage, J.|1986|VOE[V!]ACUNA[--||BLTER/1/1-2
BLTER|2|1|1|Macalister, R.A.S.|1945|[DGW!]OGNO||BLTER/2/1-1
BLTER|2|1|2|Cuppage, J.|1986|[R]OGNO||BLTER/2/1-2
BLVOO|1|1|1|Macalister, R.A.S.|1945|"QRIT[-- ||| [O!]MAQ[I LO]BACONA ||| AVINEAGRACOLINEA"||BLVOO/1/1-1
BLVOO|2|1|1|Macalister, R.A.S.|1945|"NETAVRO ||| QI ||| MAQIQIC[.]"||BLVOO/2/1-1
BLYGH|1|1|1|Macalister, R.A.S.|1945|QENILOCIMAQIMAQIAINIAMUC[--||BLYGH/1/1-1
BLYGH|1|2|1|Macalister, R.A.S.|1945|FECTQUENILOCG[..]CN[--||BLYGH/1/2-1
BODFD|1|1|1|Nash-Williams, V.E.|1950|"CVNOGVS{I} | HICIACIT"||BODFD/1/1-1
BODFD|1|1|2|Macalister, R.A.S.,|1945|"CVNOGVS | HICIACIT"||BODFD/1/1-2
BOSKN|1|1|1|Okasha, E.|1985|"[E]VOCA[.] | [C]A[--"||BOSKN/1/1-1
BOSKN|1|1|2|Thomas, C.|1980|"EVOC{A}[L^T]/I | C{A}T[--"||BOSKN/1/1-2
BOSKN|1|1|3|Thomas, C.|1994|"EVOC{A}[T/{I}] | C{A}[--"||BOSKN/1/1-3
BOSKN|1|2|1|Thomas|1980|{A}{O}                                                                                                                                                                                                                              {A}||BOSKN/1/2-1
BOSLW|1|1|1|Macalister, R.A.S.|1949|"TAET | UERA"||BOSLW/1/1-1
BOSLW|1|1|2|Okasha, E.|1984|"T[..]T | UE[N^R]T | +"||BOSLW/1/1-2
BOSLW|1|1|3|Weatherhill, C.|1981|"JAC[.]T | VENA"||BOSLW/1/1-3
BOSLW|1|1|4|Thomas, C.|1994|"TAET | UERA"||BOSLW/1/1-4
BOSWR|1|1|1|Okasha, E.|1986|"[.]O[..]{I}[.][N^H]{I} | [.R]V[G^S]DOCI"||BOSWR/1/1-1
BOSWR|1|1|2|Thomas, C.|1992|"DOVITH{I}{I}{C} | FILIVS DOCIDC{I}"||BOSWR/1/1-2
BOWDN|1|1|1|Okasha, E.|1993|"V{A}LCI | FIL{I}V{***} | AIVS"||BOWDN/1/1-1
BOWDN|1|1|2|Thomas, C.|1994|"V{A}LCI | FIL{I} VETT | AN~V~S"||BOWDN/1/1-2
BQUIN|1|1|1|Macalister, R.A.S.|1945|CATABARMOCOVIRICORB||BQUIN/1/1-1
BRAGH|1|1|1|Macalister, R.A.S.|1945|[--]||BRAGH/1/1-1
BRAGH|2|1|1|Macalister, R.A.S.|1945|"MAQ[U!]LIAGMAQI ||| ER || CA"||BRAGH/2/1-1
BRAGH|2|2|1|Macalister, R.A.S.|1945|[--]||BRAGH/2/2-1
BRATT|1|1|1|Forsyth, K.|1996|IRATADDOARENS[--||BRATT/1/1-1
BRAW1|1|1|1|Nash-Williams, V.E.|1950|M[A]Q[I]QAGTE||BRAW1/1/1-1
BRAW1|1|1|2|Macalister, R.A.S.|1945|Q[--]QA[--]GTE||BRAW1/1/1-2
BRAW1|1|1|3|Macalister|1922|Q[--]Q[A^E]GTE||BRAW1/1/1-3
BRAW1|1|1|4|Westwood|1883|TEQLOGQ[.]||BRAW1/1/1-4
BRAW1|1|1|5|Rhys|1895|[M--]QEGTE||BRAW1/1/1-5
BRAW2|1|1|1|Macalister, R.A.S.|1945|"MAC{V}TRE[-- | FILICATOM/AG[--"||BRAW2/1/1-1
BRAW2|1|1|2|Nash-Williams, V.E.|1950|"MACC{A}TRE[-- | FILICATOM/AG[--"||BRAW2/1/1-2
BRAW3|1|1|1|Macalister|1945|VENDOGNI||BRAW3/1/1-1
BRAW3|1|1|2|Nash-Williams|1950|VENDOGNI||BRAW3/1/1-2
BRAW3|1|1|3|Westwood|1883|N[--]N[U^E][G^O][N^G]FAC||BRAW3/1/1-3
BRAW3|1|2|1|Macalister|1945|"[UENDO]GNI | [FILIH]OCI | DEGNI"||BRAW3/1/2-1
BRAW3|1|2|2|Nash-Williams|1950|"VENDAGI | FILI V[-- | --]NI"||BRAW3/1/2-2
BRAW3|1|2|3|Rhys|1894|VENDOGN[I^E]||BRAW3/1/2-3
BRAW4|1|1|1|Macalister|1922|"BRIACIF/IL{I} | G[L]V[V.CC]{I}"||BRAW4/1/1-1
BRAW4|1|1|2|Nash-Williams|1950|"BRIAC[I]F/ILI | [--]G{I}"||BRAW4/1/1-2
BRAW4|1|1|3|Rhys|1896|"BRIACIF/IL{I} | V[--]G{I}"||BRAW4/1/1-3
BRCKN|1|1|1|Macalister, R.A.S.,|1945|--][MAQ]QIMUCC[OI][--||BRCKN/1/1-1
BREAS|1|1|1|Macalister, R.A.S.|1945|L[E]GG[--]SD[--]LEGwESCAD||BREAS/1/1-1
BREAS|1|1|2|Gippert, J.|1996|-]L[O]G[O][--]S[DA][--]ULEG[-]O[VC][--||BREAS/1/1-2
BREAS|1|1|4|Macalister, R.A.S.|1897|LE/IGG[O..O]SADIULENGESQ[A]MAQCORRBRIMAQAMMLLORATTA||BREAS/1/1-4
BREAS|1|2|1|Macalister, R.A.S.|1945|MAQCORRBRIMAQAMMLLOGwITT||BREAS/1/2-1
BREAS|1|2|2|Gippert, J.|1996|"MAQCORRBRIM[A]QAMML[LOG--T--

"||BREAS/1/2-2
BREAY|1|1|1|Forsyth, K.,|1996|"CRRO{*}SCC:NAHHTVVDDA{*}S:DATTR:{A}NN[-- | BENN{I}SESMEQQDD{RR}{O}ANN[-"||BREAY/1/1-1
BRHAM|1|1|1|Macalister, R.A.S.,|1945|MAQQIERCCIASMAQQIMUCOIDOVINIA||BRHAM/1/1-1
BRHGW|1|1|1|Macalister. R.A.S.|1949|LONSECNAN||BRHGW/1/1-1
BRHKL|1|1|1|McManus, D.,|1991|--]MAQ[--]LUG[--||BRHKL/1/1-1
BRIDE|1|1|1|Kermode, P.M.C.|1911|LUGRI||BRIDE/1/1-1
BRIDE|1|1|2|Macalister, R.A.S.|1949|LUGNI||BRIDE/1/1-2
BRIDE|1|2|1|Kermode, P.M.C.|1911|DIPRUI||BRIDE/1/2-1
BRIDE|1|3|1|Kermode, P.M.C.|1911|+CONDLICI||BRIDE/1/3-1
BRIDE|1|3|2|Kermode, P.M.C.|1911|+CONDLLICI||BRIDE/1/3-2
BRIDE|1|3|3|Macalister, R.A.S.|1949|+CONDILICI||BRIDE/1/3-3
BRIDE|1|4|1|Kermode, P.M.C.|1911|"MAB[O]R[AI]SCRIBA+BRE
RB[--]"||BRIDE/1/4-1
BRIDE|1|4|2|Macalister, R.A.S.|1949|+MALBRENSCRIBA||BRIDE/1/4-2
BRIDE|1|5|1|Macalister, R.A.S.|1949|LAGUBERI||BRIDE/1/5-1
BRIDE|1|6|1|Kermode, P.M.C.|1911|R[UUI]||BRIDE/1/6-1
BRIDL|1|1|1|Macalister, R.A.S.|1945|NETTASAGRIMAQIMUCOEBRIACI||BRIDL/1/1-1
BRIDL|1|1|2|Nash-Williams, V.E.|1950|NETTASAGRUMAQIMUCOIBRECI||BRIDL/1/1-2
BRIDL|1|1|3|Brash, R, R.|1872|NEQASAGROMMAQIMUCOINECI||BRIDL/1/1-3
BRIDL|1|1|4|Macalister, R.A.S.|1921|NETTASAGRIMAQIMUCOEBRICI||BRIDL/1/1-4
BRIDL|1|1|5|Thomas, C.|1994|NETTASAGRIMAQIMUCOIBRIECI||BRIDL/1/1-5
BRMOU|1|1|1|Macalister, R.A.S.|1945|n/a||BRMOU/1/1-1
BROD|1|1|1|Forsyth, K.,|1996|"--][V]ON[O!][L!]]ECCO[I!][-- | R[-][I][N!][A][G!][C][--][Q]O[D!]T{O}[S][T][O]S[-- | EDDCARRNON[-][N][--][T][T]I[--]RR[--][E!][--][E!][--"||BROD/1/1-1
BRUGH|1|1|1|Macalister, R.A.S.|1949|"O~/R~DODUNCHAD | PSPIT~ BIC"||BRUGH/1/1-1
BRUGH|1|1|2|Petrie, G.|1878|"O~R~DODUNCHAD | PSPITHIC"||BRUGH/1/1-2
BRYNK|1|1|1|Rhys, J.|1902|"ICORIFILIV[.] | POTENTI | NI"||BRYNK/1/1-1
BRYNK|1|1|2|Rhys, J.|1904|"ICORIFILIVF | POTENTI | NI"||BRYNK/1/1-2
BRYNK|1|1|3|Macalister, R.A.S.|1945|"ICORIFILIVS | POTENTI | NI"||BRYNK/1/1-3
BRYNK|1|1|4|Nash-Williams, V.E.|1950|"ICORIFILIVS | POTENTI | NI"||BRYNK/1/1-4
BRYNK|1|2|1|Rhys, J.|1904|ICORIGAS||BRYNK/1/2-1
BRYNK|1|2|2|Macalister, R.A.S.|1945|ICORIGAS||BRYNK/1/2-2
BRYNK|1|2|3|Nash-Williams, V.E.|1950|ICORIGAS||BRYNK/1/2-3
BTOBR|1|1|1|Macalister/1949|1949|GILLABRENIN||BTOBR/1/1-1
BUCKM|1|1|1|Okasha, E.|1986|[D]AP[.F/I.NICI]N[..]SC[I]||BUCKM/1/1-1
BURGA|1|1|1|Macalister,. R.A.S.,|1945|--][Q][--||BURGA/1/1-1
BURGA|1|1|2|Macalister, R.A.S.,|1945|--][N]][--||BURGA/1/1-2
BURIN|1|1|1|Forsyth, K.,|1996|I[T!][-][I]R[A]R{A}NN{U}RR{A}CT{*}EVVC{*}{*}OCCS||BURIN/1/1-1
BURNF|1|1|1|Macalister, R.A.S.,|1945|SAGITTARI||BURNF/1/1-1
BWEEN|1|1|1|Macalister, R.A.S.,|1945|"TOGITACCMAQISAGARET ||| TOS"||BWEEN/1/1-1
BWEEN|1|1|2|Gippert, J.,|1981|TOGITTACC[MA]QI[S]AGAR[E][--||BWEEN/1/1-2
CACHU|1|1|1|Macalister, R.A.S.|1949|"+ OR~DOMA | ELMAIRE"||CACHU/1/1-1
CALDY|1|1|1|Macalister, R.A.S.|1945|"MAGL[I]DUBAR ||| [--] ||| [--]QI"||CALDY/1/1-1
CALDY|1|1|2|Nash-Williams, V.E.|1950|"MAGL[--]DUBR[--] ||| [--]INB"||CALDY/1/1-2
CALDY|1|2|1|Macalister, R.A.S.|1945|"{*}SINGNOCR | UCISI{N}ILLAM | FINGSIROGO | OMNIBUSAM | MULANTIBUS | IBIEXORENT | PROANIMA/E | CATUOCONI"||CALDY/1/2-1
CALDY|1|2|2|Nash-Williams, V.E.|1950|"E/TSINGNOCR | UCISI{N}ILLAM | FINGSIROGO | OMNIBUSAM | MULANTIBUS | IBIEXORENT | PROANIMA/E | CATUOCONI"||CALDY/1/2-2
CALDY|1|2|3|Westwood, J.O.|1855|"{*}SINGNOCR | UCISINILLAM | FINGSIROGO | OMNIBUSAM | MULANTIBUS | IBIEXORENT | PROANIMA | CATUCONI"||CALDY/1/2-3
CALDY|1|2|4|Rhys, J.|1873|"E/TSINGNOCR | UCISI{N}ILLAM | FINGSIROGO | OMNIBUSAM | MULANTIBUS | IBIEXORENT | PROANIMA | CATUOCONI"||CALDY/1/2-4
CAMP|1|1|1|Macalister, R.A.S.|1945|{C}O{N}U{N}E{TTM}O{Q}I{C}O{N}U{R}I||CAMP/1/1-1
CAMP|1|1|2|McManus, D.|1991|CONUNETTMAQICON[E]RI||CAMP/1/1-2
CAMP|1|2|1|Macalister, R.A.S.|1945|FECTCUNURI||CAMP/1/2-1
CAMP|2|1|1|Macalister, R.A.S.|1945|--]CCILARIAV[I][--]COIVAG[--||CAMP/2/1-1
CAMP|2|2|1|Macalister, R.A.S.|1945|--]ANI||CAMP/2/2-1
CARDM|1|1|1|Macalister, R.A.S.|1949|"AR | AHI | +"||CARDM/1/1-1
CARDM|1|1|2|Okasha, E.|1985|"[.]R | [A]H | +"||CARDM/1/1-2
CARDM|1|1|3|Iago, W.|1895|"AR | THI | +"||CARDM/1/1-3
CARDM|2|1|1|Okasha, E.|1984|[--N.]ORI||CARDM/2/1-1
CARDM|2|1|2|Macalister, R.A.S.|1945|"R{A}NOCOR{I} | FILIMESG{I}"||CARDM/2/1-2
CARDM|2|1|3|Thomas, C.|1994|"R{A}NOCOR{I} | FILIMES[G^C]{I}"||CARDM/2/1-3
CAREW|1|1|1|Macalister, R.A.S.|1945|"MARGIT | EUTRE | CETTEN"||CAREW/1/1-1
CAREW|1|1|2|Nash-Williams, V.E.|1950|"MARGIT | EUT:RE | X:ETG:FILIUS"||CAREW/1/1-2
CAREW|1|1|3|Westwood, J.O.|1876|"MAYGIT | ENTRE | CETTE"||CAREW/1/1-3
CAREW|1|1|4|Westwood, J.O.|1876|"MAYGIT | EUTRE | CETTE"||CAREW/1/1-4
CLMAC|7|1|1|Macalister, R. A. S.|1909|"O[--] | G[--"||CLMAC/7/1-1
CAREW|1|1|5|Radford, C.A.R.|1949|"MARGIT | EUT:RE | X:ETG:F/I/L:I/US"||CAREW/1/1-5
CARHA|1|1|1|Macalister, R.A.S.|1945|DOMNGEN||CARHA/1/1-1
CARHA|2|1|1|Macalister, R.A.S.|1945|CONANNM[...]S[--||CARHA/2/1-1
CARHA|3|1|1|Kelly, M.J.,|1976|SCAMAGNI||CARHA/3/1-1
CARIN|1|1|1|Macalister, R.A.S.|1945|ANMCALUMANNMAQ[--||CARIN/1/1-1
CARIN|1|1|2|O'Sullivan, A.|1996|ANMCALUMANNMAC[--||CARIN/1/1-2
CATEM|1|1|1|Wallace, P. et al|1987|"--]SOR[S-- | [A]N[--"||CATEM/1/1-1
CBBRN|1|1|1|Macalister, R.A.S.|1949|"ORDOM || AEL[MOCH] | EIRG[E]"||CBBRN/1/1-1
CBBRN|2|1|1|Macalister, R.A.S.|1949|[--]||CBBRN/2/1-1
CBBRN|3|1|1|Macalister, R.A.S.|1949|[--]||CBBRN/3/1-1
CBBRN|4|1|1|Macalister, R.A.S.|1949|OD[--||CBBRN/4/1-1
CBRNW|1|1|1|Nash-Williams, V.E.|1950|"-]I[V^N]/A | SA/NCTISSI | MAMVLIER | [H]ICIACITQVE | FVITAMA/TI | [S]SICONIVXBI | VATI[G^S]I[F]AM/VL<V>S | [D]ISACERDOSE/TV/ASSOPA/VLINIA/[N^V]DOCO / [G^S]NA[TION]EETOMNI  | V/MCIVIV/MADQVAE | PARENTV/MEXEMPL | [A]ET MORIBVSDIS | CIPLINAACSAPIEN |TIAE |"||CBRNW/1/1-1
CBRNW|1|1|2|Nash-Williams cont'd|1937|"[Continues on narrow edge]:

||| A/VROE[T] | LAPIDIBV | S"||CBRNW/1/1-2
CBRNW|1|1|3|Macalister, R.A.S.,|1945|"-]IV/A | SA/NCTISSI | MAMVLIER | [H]ICIACITQVE | FVITAMA/TI | [S]SCONIVXBI | VOTISIFAM/VL<V>S | DISACERDOSE/TV/ASSOPA/VLINIA/NDOCO / GNATIONEETOMNI | V/MCIVIV/MADQVAE | PARENTV/MEXEMPL[A] | [R]ET MORIBVSDIS | CIPLINAACSAPIEN |TIAE ||| (continues)"||CBRNW/1/1-3
CBRNW|1|1|4|Macalister (cont'd)|1945|"[Continues on narrow edge]:

||| A/VROE[T] | LAPIDIBV | S"||CBRNW/1/1-4
CBURG|1|1|1|Forsyth, K.,|1996|--]I[D!]R{U!}[--||CBURG/1/1-1
CBURG|2|1|1|Forsyth, K.,.|1996|"--][D!][O!]V[O!]DDR[S!][O!][-- | EHTECONMO[S!][S]"||CBURG/2/1-1
CBURG|2|2|1|Forsyth, K.,|1996|--]EHTECONMOR[S]||CBURG/2/2-1
CBURG|3|1|1|Forsyth, K.,|1996|"+TTEC[O!][-- | --]A[V!]:DATT[V!][V!][-- | --][A!]VVR''--"||CBURG/3/1-1
CBURG|4|1|1|Forsyth, K.,|1996|n/a||CBURG/4/1-1
CDWYR|1|1|1|Laws, E.|1895|"MEMORIA | VOTEPORIGIS | PROTICTORIS"||CDWYR/1/1-1
CFERT|1|1|1|Petrie, G.|1872|O~R~DARA||CFERT/1/1-1
CFERT|1|1|2|Macalister, R.A.S.|1949|"O~R~DOBA | CLAT"||CFERT/1/1-2
CFERT|1|1|3|Higgins, J.|1987|ORD[--||CFERT/1/1-3
CFERT|2|1|1|Macalister, R.A.S.|1949|BECG{A}N||CFERT/2/1-1
CFERT|2|1|2|Higgins, J.|1987|BECG{A}N||CFERT/2/1-2
CHEIL|1|1|1|Radford, C.R., ,|1937|"--]IACIT | [--]SORI[S^I]"||CHEIL/1/1-1
CHEIL|1|1|2|Nash-Williams, V.E.,|1950|"--]IACIT | [--]SORIS"||CHEIL/1/1-2
CHEIL|1|1|3|Macalister, R.A.S.,|1945|"-]IACIT | [--]SORIS"||CHEIL/1/1-3
CHFLD|1|1|1|Orpen, R.|1908|[--]||CHFLD/1/1-1
CHLAR|1|1|1|Macalister, R.A.S.|1945|"TASEGAGNI ||| [MAQ]IMUCOIMACORBO"||CHLAR/1/1-1
CHLAR|1|1|2|McManus, D.|1991|--]MUC[--]MAC[--||CHLAR/1/1-2
CHUIS|1|1|1|McManus, D.|1991|"BECCDINNMACI ||| R ||| I{TTECC}"||CHUIS/1/1-1
CHUIS|1|1|2|O' Kelly, M.|1959|"BECCDINNMACI ||| R ||| I[T]VV[..]SS"||CHUIS/1/1-2
CHUIS|1|1|3|OSullivan, A.|1996|"BECCDINNMACI ||| R ||| ITVVECASS"||CHUIS/1/1-3
CILGN|1|1|1|Macalister, R.A.S.|1945|TRENAGUSUMAQIMAQITRENI||CILGN/1/1-1
CILGN|1|1|2|Nash-Williams, V.E.|1950|TRENAGUSUMAQIMAQITRENI||CILGN/1/1-2
CILGN|1|1|3|Rhys, J.|1873|TRENAGUSUMAQIMAQITRENI||CILGN/1/1-3
CILGN|1|2|1|Macalister, R.A.S.|1945|"TRENEGUSSIFILI | MACUTRENIHICIACIT"||CILGN/1/2-1
CILGN|1|2|2|Nash-Williams, V.E.|1950|"TRENEGUSSIFILI | MACUTRENIHICIACIT"||CILGN/1/2-2
CILGN|1|2|3|Rhys, J.|1873|"TRENEGUSSIFILI | MACUTRENIHICIACIT"||CILGN/1/2-3
CILGN|1|2|4|Westwood, J.O.|1855|"TRENEGUSSIFILI | MACUTRENIHICIACIT"||CILGN/1/2-4
CLARD|1|1|1|Petrie, G.|1878|--]MEMDINGINMEICCSRAPPAN||CLARD/1/1-1
CLARD|1|1|2|Hennessy|1878|--]MEINDINGINMEICCSRAPPAN||CLARD/1/1-2
CLASH|1|1|1|inc|1983|[--]||CLASH/1/1-1
CLBON|1|1|1|Macalister, R.A.S.|1949|"DOMAN | GORT"||CLBON/1/1-1
CLCAH|1|1|1|Macalister, R.A.S.|1945|D[...]A[.C.]AVIDALAGNI [--||CLCAH/1/1-1
CLCAH|1|2|1|Macalister, R.A.S.|1945|EQQEGGNIMAQIMAQICARATTINN||CLCAH/1/2-1
CLGHI|1|1|1|Raftery, B.|1967|[A]NLAD||CLGHI/1/1-1
CLHEE|1|1|1|Lane, M.|1835|[--]||CLHEE/1/1-1
CLMAC|1|1|1|Macalister, R. A. S.|1909|--]IM[--||CLMAC/1/1-1
CLMAC|2|1|1|Macalister, R. A. S.|1909|--]TA[--||CLMAC/2/1-1
CLMAC|3|1|1|Macalister, R. A. S.|1909|--]DO[--||CLMAC/3/1-1
CLMAC|4|1|1|Macalister, R. A. S.|1909|--]SC||CLMAC/4/1-1
CLMAC|5|1|1|Petrie, G.|1869|"FERCHO | MUS"||CLMAC/5/1-1
CLMAC|6|1|1|Macalister, R. A. S.|1909|"[..]DOM{A}/EL | [--]RIGG"||CLMAC/6/1-1
CLMAC|6|1|2|Petrie, G.|1872|"[O]RDOMA/EL | [..]RIGG"||CLMAC/6/1-2
CLMAC|8|1|1|Macalister, R. A. S.|1909|D{I}CHOEN||CLMAC/8/1-1
CLMAC|8|1|2|Petrie, G.|1869|D{I}CHOE[M]||CLMAC/8/1-2
CLMAC|9|1|1|Macalister, R. A. S.|1909|--]UID[--||CLMAC/9/1-1
CLMAC|10|1|1|Petrie, G.|1872|MAELMICHEIL||CLMAC/10/1-1
CLMAC|11|1|1|Macalister, R. A. S.|1909|[.]R DOCHOIND[--||CLMAC/11/1-1
CLMAC|12|1|1|Macalister, R. A. S.|1909|DAIGRE[I]||CLMAC/12/1-1
CLMAC|12|1|2|Petrie, G.|1822|DAIGREI||CLMAC/12/1-2
CLMAC|13|1|1|Petrie, G.|1872|"OROITAR | THURCAIN | LASANDE | RNADIN | [C]HROSSA"||CLMAC/13/1-1
CLMAC|14|1|1|Macalister, R. A. S.|1909|"--]MUIR[--] | [--]MURTH[--] | [--]ISTIUS E[--] | [--]PONTI[--] | NESOPH[--] | TESITU[S][--"||CLMAC/14/1-1
CLMAC|15|1|1|Macalister, R. A. S.|1909|"+OR~[DO][--] | GR[--"||CLMAC/15/1-1
CLMAC|16|1|1|Macalister, R. A. S.|1909|+ OR[--||CLMAC/16/1-1
CLMAC|17|1|1|Macalister, R. A. S.|1909|"+O~R~D | OMA/EL | BREND | AIN"||CLMAC/17/1-1
CLMAC|18|1|1|Macalister, R. A. S.|1909|+ O~R~DODUBDACH[M][--||CLMAC/18/1-1
CLMAC|19|1|1|Macalister, R. A. S.|1909|"SN{E}DREA | GOL"||CLMAC/19/1-1
CLMAC|20|1|1|Macalister, R. A. S.|1909|"O~R~DOCHOND | DEN | +"||CLMAC/20/1-1
CLMAC|20|1|2|Petrie, G.|1822|"+ O~R~DOCHONO | DEN"||CLMAC/20/1-2
CLMAC|20|1|3|Petrie, G.|1822|"O~R~DOCHONO | DEN"||CLMAC/20/1-3
CLMAC|21|1|1|Petrie, G.|1872|"O~R~DO | CUM SI"||CLMAC/21/1-1
CLMAC|21|1|2|Macalister, R. A. S.|1949|"O~R~DO | CUM[U]SI"||CLMAC/21/1-2
CLMAC|22|1|1|Macalister, R. A. S.|1909|"+ O~R~DO COR | MACAMEN"||CLMAC/22/1-1
CLMAC|22|1|2|Petrie, G.|1869|"O~R~ D OBR | ANU CAILL{E}N"||CLMAC/22/1-2
CLMAC|23|1|1|Petrie, G.|1822|"O~R~DODUB | LITIR"||CLMAC/23/1-1
CLMAC|24|1|1|Petrie, G.|1822|MA/ELIOHAINEP~S||CLMAC/24/1-1
CLMAC|25|1|1|Petrie, G.|1832|"O~R~ DOFIN | NACHTU"||CLMAC/25/1-1
CLMAC|26|1|1|Macalister, R. A. S.|1909|TETG[--||CLMAC/26/1-1
CLMAC|26|1|2|Macalister, R. A. S.|1909|TETS[--||CLMAC/26/1-2
CLMAC|27|1|1|Petrie, G.|1822|COLL{A}N||CLMAC/27/1-1
CLMAC|28|1|1|Petrie, G.|1822|MOE[N][--||CLMAC/28/1-1
CLMAC|29|1|1|Petrie, G.|1822|"CON || A || SSAC[H]"||CLMAC/29/1-1
CLMAC|30|1|1|Macalister, R. A. S.|1909|FINA[N]||CLMAC/30/1-1
CLMAC|31|1|1|Macalister, R. A. S.|1909|AILGAL||CLMAC/31/1-1
CLMAC|32|1|1|Macalister, R. A. S.|1909|+RECTN{I}A||CLMAC/32/1-1
CLMAC|33|1|1|Macalister, R. A. S.|1909|ARLIA||CLMAC/33/1-1
CLMAC|33|1|2|Petrie, G.|1869|[..]ARLIA||CLMAC/33/1-2
CLMAC|34|1|1|Macalister, R. A. S.|1909|SN[--||CLMAC/34/1-1
CLMAC|35|1|1|Macalister, R. A. S.|1909|"NECH ||| AN | CRUITH"||CLMAC/35/1-1
CLMAC|36|1|1|Macalister, R. A. S.|1909|+ PRESCILL||CLMAC/36/1-1
CLMAC|36|1|2|Macalister, R. A. S.|1949|+ PRESCELL||CLMAC/36/1-2
CLMAC|37|1|1|Petrie, G.|1869|"--][F]ERDOMNAC[H] | [--]DOMOERIND[--"||CLMAC/37/1-1
CLMAC|37|1|2|Macalister, R. A. S.|1909|"{E}ND{U}NA[--] | ADMOERING"||CLMAC/37/1-2
CLMAC|37|1|3|Petrie, G.|1872|"[..]ERD{U}NAL | ADMOERING"||CLMAC/37/1-3
CLMAC|38|1|1|Petrie, G.|1872|COM[--||CLMAC/38/1-1
CLMAC|39|1|1|Petrie, G.|1822|"OROITAR | MA || ELBR{I} | || TE"||CLMAC/39/1-1
CLMAC|39|1|2|Macalister, R. A. S.|1909|"[....]TAR | [..] || ELBR{I} | [..]"||CLMAC/39/1-2
CLMAC|40|1|1|Petrie, G.|1869|MUIRGALAE||CLMAC/40/1-1
CLMAC|41|1|1|Macalister, R. A. S.|1949|"[--]LETHE ||| ECC[...][.][--]"||CLMAC/41/1-1
CLMAC|41|1|2|Macalister, R. A. S.|1909|"[--]LETHE ||| ECC[--]"||CLMAC/41/1-2
CLMAC|42|1|1|Macalister, R. A. S.|1909|--]SOM[--||CLMAC/42/1-1
