SITE|STONE|INSCRIPTIO|READING|EXPAND_ID|EXPANSION|TRANSLATIO
LDEWB|2|1|3|1|HIC IACIT IANERT FILIVS I[ACOBI ?] QUI OCCISVS FUIT PROPTER P[REDAM?] SANCTI [DAVID ?]|n/a
LDEWB|2|1|4|1|+ HIC IACET IDNERT FILIVS IACOBI QVI OCCISVS FVIT PROPTER PREDAM SANCTI DAVVID|n/a
LDEWB|3|1|1|1|CENLISINI BENEDICAT DEUS|n/a
LDEWB|3|1|2|1|CENLISINI BENEDICAT DEUS|(The Cross) of Cenlisini (PN). May God bless him
LDEWB|3|1|3|1|GENLISINI B[ENEDICA]T D[EU]S|n/a
LDOUG|1|1|1|1|IRBIC[--|n/a
LDOUG|1|1|2|1|URBICI|n/a
LDOUG|1|1|3|1|IRBICI|n/a
LDOUG|1|1|4|1|IRBIC[I]|(The cross) of Irbic (PN)
LDOUG|1|1|4|2|IRBIC[+]|(The cross) of Irbic (PN)
LDOUG|1|1|5|1|IRBIC+|n/a
LDOUG|1|1|6|1|IRBICI|n/a
LDOUG|1|2|1|1|[--NUR--]|n/a
LDWKE|1|1|1|1|"BARRIVENDI | FILIUS VENDUBARI | HIC IACIT"|(The stone) of Barrivendus(PN), son of Vendubarus (PN). He lies here.
LDWKE|1|1|2|1|"BARRIVENDI | FILIUS VENDUBARI"|n/a
LDWKE|1|2|1|1|"[--]MAQI[--] ||| TAQOLEDEMU"|n/a
LDWKE|1|2|2|1|"MAQI MUCOI ||| DUMELEDONAS"|Son of the kin of Dumeledonas (PN).
LDWKE|1|2|3|1|"--] MAQI MUCOI ||| TUMELEDONAS"|n/a
LDWKE|1|2|4|1|"DUMELEDONAS ||| MAQI MUCOI [--]"|(The stone) of Dumeledo, son of the kin of...
LDYFL|1|1|1|1|+BRIAMAIL FLOU|n/a
LDYFL|1|1|2|1|+BRIAMAIL FLOU|n/a
LDYFL|1|1|3|1|+BRIAMAIL FLOU|(The cross of) Briamail (PN) Flou (PN)
LDYFL|2|1|1|1|CATVC|n/a
LDYFL|2|1|2|1|CATVC|n/a
LDYFL|2|1|3|1|CATVC|n/a
LDYSI|1|1|1|1|CLVTORIGI FILI PAVLINI MARINILATIO|n/a
LDYSI|1|1|2|1|CLVTORIGI FILI PAVLINI MARINILATIO|(The stone) of Clutorix (PN), son of Paulinus (PN) Marinus (PN) of Latium.
LDYSI|1|1|3|1|CLVTORIGI FILI PAVLINI MARINILATIO|n/a
LDYSI|1|1|4|1|CLVTORIGI FILI PAVLINI MARINILATIO|Clodri (PN),  fab Peulin (PN) Merynllyd
LDYSI|1|1|5|1|CLVTORIGI FILI PAVLINI MARINILATIO|the burial place of Clutorix (PN) son of Paulinus (PN) Marinus (PN) of Latium
LDYSI|2|1|1|1|EUOLENGGI FILI LITOGENI HIC IACIT|n/a
LDYSI|2|1|2|1|EUOLENGGI FILI LITOGENI HIC IACIT|(The stone)  of Evolenggus (PN), son of Litogenus (PN).  He lies here.
LDYSI|2|1|3|1|EUOLENGGI FILI LITOGENI HIC IACIT|n/a
LDYSI|2|1|4|1|EUOLENVS FILI LITOGENI HIC IACIT|n/a
LDYSI|3|1|1|1|--]RIAT[--|n/a
LDYSI|3|1|2|1|--]RIAT[--|n/a
LDYSI|3|1|3|1|--]RIAT[--|n/a
LDYSL|1|1|1|1|VELVOR[IA] FILIA BROHO[MAGLI]|n/a
LDYSL|1|1|2|1|VELVOR[IA] FILIA BROHO[MAGLI]|Velvoria(PN), daughter of Brohomaglos (PN), (lies here)
LDYSL|1|1|3|1|VELVOR HLIM BRCHO|n/a
LDYSL|1|1|4|1|VELVOR FILIA BROHO|n/a
LDYSL|1|2|1|1|[VELVORIGES]|n/a
LEGAN|1|1|1|1|LOBBI XOI MAQQI MUCCOI RINI|
LEMAN|3|1|1|1|BENDACHT FOR AN[MA]IN AILBERTIG|
LETER|1|1|1|1|--]QNETN[--|n/a
LETER|1|1|2|1|--]QNETN[--|n/a
LETWE|1|1|1|1|ANM GATTEGLAN|n/a
LETWE|1|1|2|1|ANM GATTEGLAN|n/a
LFAEL|1|1|1|1|MAILIS|(The stone of) Mail (?)(PN?)
LFAEL|1|1|2|1|MAILISI|of Mailis(-)
LFAEL|1|1|3|1|MAILIS|n/a
LFAEL|1|1|4|1|MAILIS|n/a
LFAEL|2|1|1|1|"CUNOGUSI | HIC IACIT"|(The stone) of Cunogus(s)us (PN). He lies here.
LFGLN|1|1|1|1|FILI LOVERNII ANATEMORI|(The body) of the son of Lovernius(PN) ; Anatemorus(PN).
LFGLN|1|1|2|1|FILI LOVERNII ANATEMORI|n/a
LFGLN|1|1|3|1|FILI LOVERNII ANATEMORI|n/a
LFGLN|1|1|4|1|FILI LOVERNII ANATEMORI|(The stone) of Anatemor(PN), son of Lovernius(PN).
LFGLN|1|1|5|1|ANATEMORI FILI LOVERNII|n/a
LFIC1|1|1|1|1|CATACUS HIC IACIT FILIVS TEGERNACVS|Here lies Cattoc (PN) the son of Teynoc (PN)
LFIC1|1|1|2|1|CATACUS HIC IACIT FILIVS TEGERNACVS|n/a
LFIC1|1|1|3|1|CATACUS HIC IACIT FILIVS TEGERNACVS|Catacus (PN) lies here, son (of) Tegernacus (PN).
LFIHA|1|1|1|1|"HIC IACIT | VLCAGNUS FIUS | SENOMAGL{I}"|n/a
LFIHA|1|1|2|1|HIC IACIT VLCAGNUS F/I[LI]VS SENOMAGL{i}|'Here lies Ulcagnus (PN), son of Senomaglus(PN)'.
LFRN1|1|1|1|1|TAVUSI F[I]LI[--|n/a
LFRN2|1|1|1|1|INGEN SANGKTA SEGNI|The sainted daughter of Segne (PN).
LFRN2|1|1|2|1|EF[E]SS[A]NG[I] ASEG[NI]|(The stone) of Efessangus (PN) Asegnus (PN) (?)
LFRN2|1|1|3|1|IGw[E]SS[A]GwASIG[NI]|n/a
LFRN2|1|1|4|1|EFESS[A]GwI ASEGNI|EFESS[A]GwI (PN)  ASEGNI (PN)
LFRN2|1|1|5|1|INGUNSANGIASEGNI|n/a
LFRYN|1|1|1|1|CO[--|n/a
LFRYN|1|1|2|1|+CO[--|(The cross) of Co . . . . (?).
LGADW|1|1|1|1|CATAMANUS REX SAPIETISSIMUS OPINATISIMUS OMNIUM REGUM|n/a
LGADW|1|1|2|1|CATAMANUS REX SAPIENTISIMUS OPINATISIMUS OMNIUM REGUM|King Catamanus (PN), wisest (and) most renowned of all kings (lies here).
LGELR|1|1|1|1|"DECA BARBALOM | FILIUS BROCAGNI"|Deca Barbalom (PN) son of Brocagnus (PN).
LGELR|1|1|1|2|"DECABAR BALOM | FILIUS BROCAGN)"|Decabar Balom (PN) son of Brocagnus (PN).
LGELR|1|1|1|3|"DECABARBALOM(PN) | FILIUS BROCAGNI (PN)"|Decabarbalom (PN) son of Brocagnus(PN).
LGELR|1|2|1|1|"DECCAIBAR VUGLOB ||| DISI"|Deccaibar (PN) Vuglob (`the poor') (lies) here.
LGELR|1|2|2|1|"DECCAIBARVALB ||| [MAQI B]RO[CAG]NI"|n/a
LGFNI|1|1|1|1|CULIDOR IACIT ET ORVVITE MULIERI SECUNDI FILIUS|n/a
LGFNI|1|1|2|1|CULIDOR(I) IACIT ET ORVVIT(A)E MULIERI(S) SECUNDI FILIUS|(The stone) of Culidor (or Culidorix)(PN) and of his wife Orvvita (PN). (Here) he lies, (son) of Secundus (PN).
LGFNI|1|1|3|1|CULIDORI IACIT ET ORVVITE MULIER SECUNDI|n/a
LGFNI|1|1|4|1|CULIDORI IACIT ET ORVVITE MULIERI SECUNDI FILIUS|Culidorus (PN) lies here son of Secundus (PN), and his wife Orvvite (PN).
LGFNI|2|1|1|1|"HIC IACIT | [--]SORIS"|n/a
LGFNI|2|1|2|1|"HIC IACIT | [--]SORIS"|Here lies (So-and-so), son? of ...sor(PN)
LGIAN|1|1|1|1|MELI MEDICI FILI MARTINI IACIT|n/a
LGIAN|1|1|2|1|MELI MEDICI FILI MARTINI IACIT|n/a
LGIAN|1|1|3|1|MELI MEDICI FILI MARTINI IACIT|(The stone) of Melus(PN) the Doctor, son of Martinus(PN).  He lies (here).
LGIAN|1|1|4|1|MELI MEDICI FILI MARTINI IACIT|n/a
LGLEB|1|1|1|1|OR AR AN[M]AIN CA[--]|n/a
LGORS|1|1|1|1|HIC IACET SIWERD FILIVS VVLMER|n/a
LGORS|1|1|2|1|HIC IACET SIULERD FILIVS VVLMER|Here lies Siulerd (?) (PN), son of Vulmer (PN).
LGORS|2|1|1|1|+ GURCI + BLEDRUS|n/a
LGORS|2|1|2|1|+ GURCI BLEDRUS|n/a
LGORS|2|1|3|1|+ GURCI BLEDRUS|(The cross) of Gurci (PN).  Bledrus (PN) (? set it up).
LGWYR|1|1|1|1|DOMNICI IACIT FILIVS BRAVECCI|(The stone) of Domnicus(PN).  He lies (here), son of Breveccus(PN).
LGYFL|1|1|1|1|CRUX CHRISTI|The Cross of Christ
LGYFL|1|1|2|1|CRUX CHRISTI|The cross of Christ
LGYFL|1|1|3|1|CRUX XPI|n/a
LHADN|1|1|1|1|LVRATECVS FECIT CRVCEM + PRO ANIMA SUA|n/a
LHADN|1|1|2|1|[LU...E--] CRVCEM [+--]|n/a
LHADN|1|1|3|1|[--]CRVCEM[--]|[--] cross [--]
LHADN|2|1|1|1|EMIANCINOI NOMINE+|n/a
LHAML|1|1|1|1|IOHANNES ...etc|Johannis (PN) ... etc [Westwood reading this and LHAML/1/2 as one]
LHAML|1|1|2|1|--] IOHANNIS|Iohannis (PN)
RBANE|1|1|1|1|DEANLAM|n/a
LHAML|1|1|3|1|[--  I]OHANNIS|(? The cross of Matthew, Mark, Luke and) John (PN)
LHAML|1|2|1|1|[LHAML/1/1] MORIDIC SUREXIT HUNC LAPIDEM|[Westwood reading this and LHAML/1/2 as one]
LHAML|1|2|2|1|MORIDIC SUREXIT HUNC LAPIDEM|n/a
LHAML|1|2|3|1|MORIDIC SUR[R]EXIT HUNC LAPIDEM|Moridic (PN) set up this stone.
LHANE|1|1|1|1|COLMAN MACI COMGANN|n/a
LHANE|2|1|1|1|CROCCAN MAQI DOMONIGART|n/a
LHERN|1|1|1|1|+ BEATUS EID ET IMAH|n/a
LHERN|1|1|2|1|+BREID [ET] [I]MAH|+Breid(PN) and [I]mah (PN)
LHERN|1|2|1|1|RVNHOL|Runhol(PN).
LHERN|1|2|2|1|RVNHOL|Runhol(PN).
LILTE|1|1|1|1|VENDVMAGLI HIC IACIT|Of Vendumaglus (PN); he lies here.
LILTE|1|1|2|1|VENDVMAGLI HIC IACIT|(The Stone ) of Vendumaglus (PN). He lies here
LILTE|1|1|3|1|VENDVMAGLI HIC IACIT|n/a
LILTE|1|1|4|1|VENDVMAGLI HIC IACIT|n/a
LISMR|1|1|1|1|BENDACHT FOR  ANMAIN COLGEN|n/a
LISMR|1|1|2|1|BENDACHT FOR ANMAIN COLGEN|A blessing on the soul of Colgán (PN)
LISMR|2|1|1|1|SUIBNE MAC CONHUIDIR|n/a
LISMR|3|1|1|1|BENDACHT FOR ANMAIN MARTAN|n/a
LISMR|4|1|1|1|OR DO DONNCHAD|n/a
LISMR|5|1|1|1|OR DO CORMAC PRESBYTER|n/a
LISMR|6|1|1|1|IN MESAM DOMINI IERUSALEM DET ARMA ET CORONAS AURH|n/a
LIVET|1|1|1|1|ANNICV FIL[I--|n/a
LIVET|1|1|2|1|ANNICV FIL[--|Annicu(PN) son [--
LIVET|1|1|3|1|ANNICV FIL[I--|n/a
LLLEO|1|1|1|1|I[N] TUMULO LAPIDIS IORUERT RUALLAUNQ[UE] SEPULCRIS + IUDICII ADUENTUM SPECTA[N]T IN PACE TREM[EN]DUM|n/a
LLLEO|1|1|2|1|I[N] SINDONE MUTI IORUERT RUALLAUNQ[UE] SEPULCRIS + IUDICII ADUENTUMSPECTA[N]T I[N] PACE TREM[EN]DUM|(Silent in the shroud) Iorwert (PN) and Ruallaun (PN) in the tomb await in peace the dreadful coming of the Judgement.
LLLWY|1|1|1|1|"HEUTR | EN"|(? The stone of) Heutren(PN).
LLLYR|1|1|1|1|TESQUITUS DITOC MADOMNUACO UON FILIUS ASAITGEN DEDI|The little waste place of Ditoc(PN), Uon (PN) son of Asaitgen(PN) gave [it] to Mo-Domnac(PN)
LLLYR|1|1|2|1|TESQUITUS DITOC MADOMNUAC OCCON FLIUS ASAITGEN DEDIT|The small waste plot of Ditoc(PN) which Occon(PN), son of Asaitgen(PN) gave to (?Saint) Madomnuac(PN)
LLLYR|1|1|2|2|TESQUITUS DITOC MADOMNUAC OCCON FILIUS ASAITGEN DEDIT|The Hermitage of Ditoc(PN) (which) Occon(PN) son of Asaitgen(PN) gave to Madomnuac(PN).
LLLYR|1|1|3|1|TEMUICUCOITOC  ACIONINUATO CAS FILIUS ASA ITTMEITCII[--|n/a
LLLYR|1|1|4|1|TESQUITUS DITOC MADOMNUACO CCON FILIUS ASAITGEN DEDIT|n/a
LLLYR|1|1|4|2|TESQUITUS DITOC MADOMNUAC OCCON FILIUS ASAITGEN DEDIT|Ditoc's (PN) plot of ground: MoDomnu (PN) and Occon (PN) son of Asaitgen (PN) gave it to him
LLNDG|1|1|1|1|"IN[T]AENVI TARR[ONE]RI[S] | [HIC IACIT]"|n/a
LLNDG|1|1|2|1|IN[G]ENVI IARRI[-- HI]C IA[CIT]|The stone of Ingenuus (PN) Iarrus (?) (PN).  He lies here.
LLNDG|1|1|3|1|n/a|n/a
LLNDG|2|1|1|1|none given|n/a
LLNDG|2|1|2|1|EQVESTRI NOMINE|n/a
LLNDG|2|1|3|1|EQVESTRI NOMINE|(The person) by the name of Equester (PN) (lies here).
LLNFR|1|1|1|1|CAVOS ENIARSII|n/a
LLNFR|1|1|2|1|--]CAVOSENI ARGII|n/a
LLNFR|1|1|3|1|CAVO SENIARGII|Cavo(s) (PN) (son) of (Seniargios) (PN) (lies here ?)
LLNFR|1|1|4|1|CAVOSENIARGLI|n/a
LLNR1|1|1|1|1|DEVORI HIC IACIT|n/a
LLNR1|1|1|2|1|DERVON HIC IACET|n/a
LLNR1|1|1|3|1|DERVORI HIC IACIT|n/a
LLNR1|1|1|4|1|DERVORI HIC IACIT|of Dervorus(PN).  He lies here.
LLNR2|1|1|1|1|FIGVLINI FILI LOCV[--]TI HIC IACIT|n/a
LLNR2|1|1|2|1|FIGVLINI FILI LOCV[--]EI HIC IACIT|n/a
LLNR2|1|1|3|1|FIGVLINI FILI LOCVLITI HIC IACIT|n/a
LLNR2|1|1|4|1|FIGVLINI FILI LOCVLITI HIC IACIT|(The stone) of Figulinus(PN), son of Loculitus(PN).
LLNR2|1|1|5|1|FIGVLINI FILI LOCVLITI HIC IACIT|The grave of Figulinus(PN) son of Loculit (PN) : here he lies.
LLNR3|1|1|1|1|VIN[--]|Vin[--](PN)
LLNR3|1|1|2|1|VEND[--]|n/a
LLNR3|1|1|3|1|VENDESETLI|Vendesetli(PN).
LLNR3|1|1|4|1|VENDESETLI|(The stone) of Vendesetl(PN).
LLNR3|1|1|5|1|VENDESETLI|n/a
LLNR3|2|1|1|1|ICVEN RHIFIDI ETERNI[-- ] HIC IACIT|Here lies to all eternity the body of Griffith (PN)the haughty.
LLNR3|2|1|2|1|ICAENALI FILI ETERNO HIC IACIT|n/a
LLNR3|2|1|3|1|ICVENALI FILI ETERN[I] HIC IACIT|n/a
LLNR3|2|1|4|1|IOVENALI FILI ETERNI HIC IACIT|Jovenal(PN) the son of Edern(PN) lies here.
LLNR3|2|1|5|1|IOVENALI FILI ETERNI HIC IACIT|(The stone) of Jovenalis(PN), son of Eternus(PN).
LLNR3|2|1|6|1|IOVENALI FILI ETERNI HIC IACIT|n/a
LLNR3|2|1|7|1|IOVENALI FILI ETERNI HIC IACET|n/a
LMADC|1|1|1|1|[--]VECTI FILIVS [--]GVANI HIC IACIT|n/a
LYCHR|1|1|1|1|MACVDECCETI FILIVS EOROCAN|(the stone) of Macudeccetus (PN), son of Eorocan (?) (PN).
LMADC|1|1|2|1|[AD]VECTI FILIVS [-- ]GVANI HIC IACIT|"(The stone) of Advectus (?) (PN), son of . . .guanus (PN). He lies here. 
"
LMADC|1|1|3|1|--]GVECTI FILIVS GVANI HIC IACIT|n/a
LMADC|1|1|4|1|VECTI FILIVS GVAN HIC IACIT|n/a
LMADC|1|1|5|1|--D]VECTI FILIVS GVANI HIC IACIT|...vecti(s) (PN) son of Guan (PN), lies here
LMNGH|1|1|1|1|OTTINN MAQI VECR[EC]|n/a
LNFYL|1|1|1|1|HIC [IN] TVM[V]LO IACIT R[A]STECE FILIA PATERNINI ANI XIII IN PAC[E]|Here in the grave lies R... (PN) daughter of Peterninus (PN) thirteen years (old), in peace (translation by Macalister cited in Anon/1932, 458)
LNFYL|1|1|2|1|HIC [IN] TVM[V]LO IACIT R[O]STEECE FILIA PATERNINI ANI XIII IN PACE|Here in the tomb lies Rosteece (PN), daughter of Paterninus (PN), (aged) 13 years.  In peace
LNFYL|1|1|3|1|HIC [IN] TVMVLO IACIT R[.]STA/ECE FILIA PATERNINI ANI XIII I:N PA[CE]|n/a
LNFYL|1|1|4|1|HIC [--] TVMVLO IACIT R[.]STECE FILIA PATERNINI ANIXIII IN PA|Here is laid in the barrow Paternin's (PN) daughter Rostece (PN), Aged 13---in peace!
LNGAN|1|1|1|1|CANV|n/a
LNGAN|1|1|2|1|CANV|n/a
LNRDN|1|1|1|1|MA[GLI--]B[--]|n/a
LOHED|1|1|1|1|"-]BD[-]E[F][- | [HIK]L[M][N]"|n/a
LOHED|1|2|1|1|--][H!]MUD[-]ALI[D!][--|n/a
LOHED|1|2|2|1|--][I!]ID[-]LUM[][B!]|n/a
LONAW|1|1|1|1|n/a|n/a
LOUGH|1|1|1|1|G[R]AVICA|n/a
LOUGH|1|1|2|1|--]L[--][V^L]ICA|n/a
LOUGH|1|1|3|1|[--L--]LICA|The stone (?) of ...lica (PN)
LOUGH|1|1|4|1|L[--]LICA|n/a
LOUGH|1|1|5|1|[LE]VIC|n/a
LOUGH|1|1|6|1|[--]IC|n/a
LOUGH|1|1|7|1|[L--]ASIC|n/a
LPHIN|1|1|1|1|Q[F]TQU|n/a
LSADW|1|1|1|1|HIC BEATUS [-] SATURNINUS SE[PULTUS I]ACET : ET SUA SA[-] CONIUX : PA[--|n/a
LSADW|1|1|2|1|HIC BEATUS (-) SATURNINUS SE(PULTUS) (I)ACIT CONIU(N)X PA(X) (VOBISCUM SIT)|Here lies buried blessed ... Saturninus(PN) and his saintly wife.  Peace be with you (both)
LSADW|1|1|3|1|HIC BEAT(US) (SACERDOS) SATURNINUS SE(PULCRO) IACIT : ET SUA SA(NCTA) CONIUX : PA(X) (VOBISCUM)|n/a
LSADW|1|1|4|1|"HIC BEATU[S] | SATURNINUS SE[P(ULTUS) | [I]ACIT ET SUASA | CONIUX. PA[X VOBISCUM]."|n/a
LSADY|1|1|1|1|"TOTAVALI (PN) | FILIUS DOTHO | RANTI(PN)"|(The Stone) of Totavalus (PN), son of Dothorantus (PN).
LTING|1|1|1|1|{}TT{}C[U!]H{}TTS:{}H{}HHTT{}NNN:HCCVVEVV:NEHHTON[S!]|n/a
LTRIS|1|1|1|1|CONBARRUS CONBURRI [H]IC IACIT|Conbarrus (?son) (PN) of Conburrus (PN), lies here
LTRIS|1|1|2|1|"OBARRUS | CONBURRI | [H]IC IACIT"|n/a
LTWIT|1|1|1|1|NI NOMINE D[E]I PATRIS ET F[ILI] [ET S]PERETUS SANTDI [H]ANC [CR]UCEM HOUELT PROPE[RA]BIT PRO ANIMA RES P[ATR]ES E[I]US|In the Name of God the Father and of the Son and of the Holy Spirit. This cross Houelt (PN) prepared for the soul of Res (PN) his father.
LTWIT|1|1|2|1|[I]N INOMINE DI PATRIS ET SPERETUS SANTDI ANC [C]RUCEM HOUELT PROPE[R]ABIT PRO ANIMA RES PA[T]RES EUS|In the name of God, the Father and the Holy Spirit, Houelt (PN) prepared this cross for the soul of Res (PN) his father
LTWIT|1|1|3|1|[I]N INOMINE DI PATRIS ET [S]PERETUS SANTDI ANC  [CR]UCEM HOUELT PROPE[RA]BIT PRO ANIMA RES PA[TR]ES EUS|n/a
LTWIT|1|1|4|1|IN NOMINE DI PATRIS ET SPERETUS SANTDI [H]ANC [CR]UCEM HOUELT PROPE[RA]BIT PRO ANIMA RES PA[TR]ES EUS|n/a
LTWIT|1|1|5|1|NI NOMINE DI PATRIS ET SPERETUS SANTDI ANC CRUCEM HOUELT PROPERABIT PRO AMIMA RES PATRES EUS|In the name of God the Father and the Holy Spirit, Houelt (PN) prepared this cross for the soul of Res (PN) his father
LTWIT|1|1|6|1|NI NOMINE DIPATRISET PERETUR SANT DIANC [C]RUCEM HOUEL A PROPE ABIT PRO ANIMA RESP[--[R]ESEUS [--]|n/a
LTWIT|1|1|7|1|NI NOMINE DI PATRIS ET F[ILI] [S]PERETUS SANTDI ANC [CR]UCEM HOUELT PROPE[RA]BIT PRO ANIMA RES PA[TR]ES EUS|n/a
LTWIT|2|1|1|1|+SAMSON POSUIT HANC C[R]UCEM+  PRO ANMIA EIUS+|Samson (PN) set up this cross for his (own) soul
LTWIT|2|1|2|1|+SAMSON POSUIT HANC C[R]UCEM+  [ORATE] PRO ANMIA EIUS+|Samson (PN) erected this cross ... for his soul
LTWIT|2|1|3|1|+SAMSON POSUIT HANC CRUCEM+ PRO ANMIA EIUS+|n/a
LTWIT|2|1|4|1|+SAMSON POSUIT HANC CRUCEM+ PRO ANMIA EIUS+|n/a
LTWIT|2|1|5|1|+SAMSON POSUIT HANC CRUCEM+ PRO ANMIA EIUS+|Samson (PN) placed this cross for his soul
LTWIT|2|1|6|1|+SAMSON POSUIT HANC CRUCEM PRO ANMIA EIUS+|n/a
LTWIT|2|1|7|1|+SAMSON POSUIT HANC CRUCEM PRO ANMIA EIUS+|n/a
LTWIT|2|2|1|1|+ ILT[UTI] SAMSONI REGIS SAMUEL +  EBISAR +|(for the soul) of Iltut (PN), of Samson (PN) the King, of Samuel (PN), and of Ebisar (PN)
LTWIT|2|2|2|1|+ ILT[UTI] SAMSON REGIS SAMUEL +  EBISAR +|Of Illtud (PN), Of Samson (PN) the king, Samuel (PN), Ebisar (PN)
LTWIT|2|2|3|1|+ ILT[UTI] SAMSON REGIS SAMUEL +  EBISAR +|n/a
LTWIT|2|2|4|1|+ ILT[ET] SAMSON REGIS SAMUEL +  EBISAR +|n/a
LTWIT|2|2|5|1|+ILTET SAMSONI REGIS SAMUEL + EBISAR +|n/a
LTWIT|2|2|6|1|+ILTUTI SAMSON REDIS SAMUEL EGISAR|n/a
LTWIT|2|2|7|1|+ILTUTI SAMSON REGIS SAMUEL EBISAR|n/a
LTWIT|3|1|1|1|IN NOMINE D[E]I SUMMI INCIPIT CRUX SALUATORIS QUAE PREPARAUIT SAMSONI APATI PRO ANIMA SUA [ET] PRO ANIMA IUTHAHELO REX ET ARTMALI ET TEC[AI]N +|In the Name of God Most High begins the Cross of the Saviour, which Abbot Samson (PN) prepared for his own soul and for the soul of King Juthahel (PN) and (for the souls) of Artmail (PN) and Tecain (PN)
LTWIT|3|1|2|1|IN NOMINE DI SUMMI INCIPIT CRUX SALUATORIS QUAE PREPARAUIT SAMSONIS APATI PRO ANIMA SUA ET PRO ANIMA IUTHAHELO REX ET ARTMALI [ET] TEC[A]N +|In the name of God Most High begins the cross of the Saviour which Samson (PN) the abbot prepared for his soul, and for the soul of Iuthahelo (PN) the king, and (of) Artma(i)l (PN) (and) Tec(a)n (PN)
LTWIT|3|1|3|1|IN NOMINE DI SUMMI INCIPIT CRUX SALUATORIS QUAE PREPARAVIT SAM SONI APATI PRO ANIMA SUA ET PRO ANIMA IUTHAHELO REX  ET PRO ARTMALI TEC[A]N +|n/a
LTWIT|3|1|4|1|IN NOMINE DI SUMMI. INCIPIT CRUX SALUATORIS QUAE PREPARAUIT SAMSONI APATI PRO ANIMA SUA ET PRO ANIMA IUTHAHELO REX ET ARTMALI ET TECG +|n/a
LTWIT|3|1|5|1|IN NOMINE DI SUMMI INCIPIT CRUX SALVATORIS QUAE PREPARAVIT SAMSONI AP ATI PRO ANIMA SUA ET PRO ANIMA IUTHAHELO REX ET ARTMALI TEC  +|In the name of the Most High God was begun the cross of the Saviour, which Samson (PN) prepared for his soul and for the soul of King Juthael (PN), and for Arthmael (PN)
LTWIT|3|1|6|1|IN NOMINE DI SUMMI INCIPIT CRUX SALVATORIS QUAE PREPARAVIT SAMSONI APATI PRO ANIMA SUA ET PRO ANIMA JUTHAHELO REX ET ARTMALI TEGA + M|n/a
LUGUL|1|1|1|1|GOSSUCTTIAS|n/a
LUGUL|1|1|2|1|GOSSUCTTIAS|Gossucttias (PN)
LUGUL|1|1|3|1|GOSSUCTTIAS|n/a
LUGUL|2|1|1|1|GAMICUNAS|n/a
LUGUL|2|1|2|1|GAMICUNAS|Gamicunas (PN)
LUGUL|2|1|3|1|GAMICUNAS|n/a
LUNDY|1|1|1|1|--I]GERNI [FILI] [T]I[G]ERNI|[the stone] of -igernus(PN), [?son] of Tigernus(PN).
LUNDY|1|1|2|1|--]IGERNI [FIL]I TIGERNI|Of [--]igernus(PN), son of Tigernus(PN).
LUNDY|2|1|1|1|[PO]TIT|[the stone] of Potit[us](PN)
LUNDY|2|1|2|1|POTIT[I]|[the stone of] Potit[i] (PN)
LUNDY|3|1|1|1|RESGEVT[A]|[the stone] of Resgeuta(PN).
LUNDY|3|1|2|1|RESTEVTAE|n/a
LUNDY|3|1|3|1|RESTEUTA|RESTEUTA(PN).
LUNDY|4|1|1|1|TIMI|[The stone] of Timus(PN).
LUNDY|4|1|2|1|OPTIMI|n/a
LUNDY|4|1|2|2|OPTIMI|To the best one.
LUSTL|1|1|1|1|DATUIDOCI CONHINOCI FILIVS|n/a
LUSTL|1|1|2|1|DATUIDOC CONHINO[.--|Datuidoc(PN) Conhino[.](PN)
LUSTL|1|1|2|2|DATUIDOC[I] CONHINO[CI]|[the stone of] Datuidoci (PN) [son of] Conhinoc[i] (PN)
LUSTL|1|1|3|1|DATUIDOCI CONHINOCI FILI|n/a
LUWCH|1|1|1|1|HEC IACET SALVIANVS BURSOCAVI FILIVS CVPETTIAN|n/a
LUWCH|1|1|2|1|HIC IACET SALVIANVS BURG[OCAVI] FILIVS CVPITIANI|Here lies Salvianus (PN) Burgocavis (PN) son of Cupitianus (PN).
LUWCH|1|1|3|1|HEC [sic] IACET SALVIANVS BVR[S^G]OCAVI[S] FILIVS CVPETIAN[I]|Here lies Salvianus Bursocavi(s)(PN), son of Cupetianus (PN).
LVEYN|1|1|1|1|[*] {***} {*} IHR|Alpha Christos Omega Iesos
LVEYN|1|1|2|1|[*] {***} {*} IHR|n/a
LVEYN|1|2|1|1|HAERDUR FECIT CRUCEM ISTAM|Haerdur (PN) made this cross
LVEYN|1|2|2|1|HAERDUR[..] FECIT CRUCEM ISTAM|n/a
LVEYN|2|1|1|1|[--]|n/a
LWNCC|1|1|1|1|[--]|n/a
LWNCK|1|1|1|1|INCENVI MEMORIA|n/a
LWNCK|1|1|2|1|INGENVI MEMORIA|n/a
LWNCK|1|1|3|1|IN[.]EN[.]VI[--] MEMO[..]A|n/a
LWNCK|1|1|4|1|INGENVI MEMORIA|the /memoria/ of Ingenuus(PN).
LWNCK|1|2|1|1|IGENAVI MEMOR|n/a
LWNCK|1|2|2|1|IGENAVI MEMOR|n/a
LWNCK|1|2|3|1|[--]|n/a
LWNCK|1|2|4|1|IGENAVI MEMOR|the /memoria/ of Ingenuus (PN)
LWNCK|2|1|1|1|--]C IACIT VLCAGNI|here lies Ulcagni(PN).
LWNCK|2|1|2|1|[HI]C IACIT VLCAGNI|n/a
LWNCK|2|1|3|1|[HIC] IACIT VLCAGNI|[here] lies [the body] of Ulcagnus(PN).
LWNCK|2|2|1|1|ULCAGNI|n/a
