SITE|STONE|DISC_CIRC|DISC_WHEN|DISC_WHO|SUBSQ_HIST|CURRENT_SE|CURRENT_LO|LOC_NOTES|MON_FORM|FORM_NOTES|COMPLETENE|PRESERVATI|PRESCONDNO|M_SOURCE|M_HEIGHT|M_HT_STATU|M_WIDTH|M_WDTH_STA|M_THICKNES|M_THCK_STA|I_SOURCE|I_HT_FEET|I_HT_INCHE|I_HT_STATU|I_WD_FEET|I_WD_INCHE|I_WDTH_STA|I_TH_FEET|I_TH_INCHE|I_THCK_STA|STONE_TYPE|NO_CARVED|DECOR_NOTE|VISITED|id
CLMAC|26|first mentioned|1822|G. Petrie|"Petrie/1872, 33, `This stone was drawn by Dr. Petrie at Clonmacnois, in the year 1822''.

Macalister/1949, 45, records the stone as still on site."|inc|on site||slbns||incomplete|poor|A break in the top of the stone has taken the top of both the cross and the inscriptions.|converted|0.66|actual|0.46|actual|0.08|actual|Macalister/1949|2|2|actual|1|6|actual|0|3|actual||1|"Macalister/1909, 6, `A plain latin cross fitchee''.

The terminal of the bottom arm of the cross is tapering, much as a sword blade."|f|CLMAC/26
KLCUM|1|first mentioned|1896|Rev. Canon Hewison||lost|lost|Macalister/1945, 18: `...removed from a wood at Kilcumney to a wood at Coppanagh, Co. Kilkenny, beside the river Barrow between Gowran and Graiguenamanagh to serve as a gatepost'. |pilsp||inc|inc||converted||n/a||n/a||n/a|Macalister/1945|||n/a|||n/a|||n/a||0||f|KLCUM/1
CLMAC|83|first mentioned|1899|R.A.S. Macalister|"First recorded in Macalister/1899, 119, no. 169, and again in Macalister/1909, 23.

However, Macalister/1949, 51, states `I could not find this slab on my last visit''."|lost|lost||slbcr||frgmntry|poor|Macalister/1909, 23, `a small fragment'.|converted|0.29|actual|0.18|actual|0.04|actual|Macalister/1949|0|11.5|actual|0|7|actual|0|1.75|actual||1|"Macalister/1909, 23, `extreme top of a Celtic cross''.

Macalister/1949, 51, `top of wheel cross''."|f|CLMAC/83
KNBOY|3|recognised|1851|du Noyer, G. V.|Macalister/1945, 286: `Six ogham stones, discovered in 1851 by G. V. du Noyer, built into various parts of the wall of the...church.'|in struct|earliest|Macalister/1945, 287: `...used as a voussoir in the relieving-arch over the preceding stone [KNBOY/2 which forms the lintel of the south window].'|fragy||frgmntry|poor|Macalister/1945, 286: `The masons have treated most of them [the stones] very roughly, chipping them to suit their convenience.'|converted|0.36|visible|0.05|visible|0|inc|Macalister/1945|1|2|visible|0|2|visible|0|0|inc||0|The stone is still built  into the wall so some sides are not visible.|f|KNBOY/3
CLMAC|84|first mentioned|1872|inc|Recorded as on site in Petrie/1872, 33, and as still on site in Macalister/1949, 51.|inc|on site||slbcr||complete|some|There appears to have been some flaking at the top of the stone.|converted|0.71|actual|0.43|actual|0.05|actual|Macalister/1949|2|4|actual|1|5|actual|0|2|actual||1|"Macalister/1909, 23, `A Celtic cross with invecked intersections, defined by a two-line margin which terminates in spirals below''.

Macalister/1949, 51, `Wheel cross, spirals at lower end''."|f|CLMAC/84
LBOID|1|first mentioned|1696|Edward Lhuyd|"Viewed by both Edward Lhuyd and Lewis Morris, the latter in 1742 being the last to see it. Morris states it was ''on the ground sill of Llanboydy church door'', see Owen/1896, 133.

Owen/1896, 133, was the first to note that this stone is no longer to be found.

Nash-Williams/1935-37, 79, Macalister/1945, 350, and Nash-Williams/1950, 111, all record the stone as lost.

"|lost|lost|Lewis Morris in 1742 states that it was `on the ground sill of Llanboydy church door', see Owen/1896, 133. This is the last time the stone was seen.|ind||n/a|n/a||converted||inc||inc||inc|Owen/1896|||inc|||inc|||inc||0||f|LBOID/1
BAKNK|11|non-arch dig|1891|Barry, E., Rev.|"Macalister/1907, 108: `first brought to knowledge through the exertions of the late Father Barry, who, after describing them, had them buried again where they were found. They were afterwards re-exhumed, however, by Mrs Donovan''s sons''.

Macalister/1945, 85: `Afterwards under the influence of Rev. Canon Power...removed to University College, Cork''."|in display|museum|Macalister/1945, 85, now in `University College, Cork'.|pilsp||incomplete|poor|"Mcalister/1945, 91, notes that it is in good condition despite chipping to the top and B-surface.
"|converted||actual|0.38|actual|0.15|actual|Macalister/1945|4||actual|1|3|actual|0|6|actual||0||f|BAKNK/11
BAKNK|12|non-arch dig|1891|Barry, E., Rev.|"Macalister/1907, 108: `first brought to knowledge through the exertions of the late Father Barry, who, after describing them, had them buried again where they were found. They were afterwards re-exhumed, however, by Mrs Donovan''s sons''.

Macalister/1945, 85: `Afterwards under the influence of Rev. Canon Power...removed to University College, Cork''."|in display|museum|Macalister/1945, 85, now in `University College, Cork'.|pilsp||complete|good||converted|1.37|actual|0.38|actual|0.23|actual|Macalister/1945|4|6|actual|1|3|actual|0|9|actual||0||f|BAKNK/12
CLMAC|221|first mentioned|1949|Mr Molloy|Macalister/1949, 65, states that this stone was found by Mr. Molloy, or his son, in the period between 1909 and 1949.|inc|on site|Macalister/1949, 67, records the stone as on site. |slbcr||frgmntry|poor|Macalister/1949, 67, describes the stone as a `fragment'.|converted|0.22|actual|0.19|actual|0.06|actual|Macalister/1949|0|8.75|actual|0|6.5|actual|0|2.5|actual||1|Macalister/1949, 67, `Part of a cross with expansion'.|f|CLMAC/221
COTTS|1|recognised|1916|R.A.S. Macalister||in ground|earliest|Macalister/1945, 48, `Two stones, one of red granite, rectangular in horizontal section...the second of the local grit...standing at a distance of 3'9'' apart'.|pilsp||complete|good||Moore/1996|1.15|visible|0.6|actual|0.5|actual|Macalister/1945|5|7|actual|1|10|actual|1|7|actual||0||f|COTTS/1
BAKNK|13|non-arch dig|1891|Barry, E., Rev.|"Macalister/1907, 108: `first brought to knowledge through the exertions of the late Father Barry, who, after describing them, had them buried again where they were found. They were afterwards re-exhumed, however, by Mrs Donovan''s sons''.

Macalister/1945, 85: `Afterwards under the influence of Rev. Canon Power...removed to University College, Cork''."|in display|museum|Macalister/1945, 85, now in `University College, Cork'.|inc||inc|some||converted|0.98|actual||actual|0.14|actual|Macalister/1945|3|2.5|actual|1||actual|0|5.5|actual||0||f|BAKNK/13
KLCAS|1|recognised|1872|Rev. T. Olden|Macalister/1945, 72, `Discovered by Rev. T. Olden, but first ascertained with assurance to bear an Ogham inscription by Brash in 1873'.|in ground|on site|Macalister/1945, 72, `It stands in the graveyard surrounding the ruined church of Kilcaskan'.|pilsp||incomplete|some|Macalister/1945, 72, `The top of the stone is broken off'.|converted||n/a||n/a||n/a|Macalister/1945|||n/a|||n/a|||n/a||0||f|KLCAS/1
AGHIB|1|first mentioned|1879|Brash, R.R.|Macalister/1897, 20, cites Brash/1879, 236--237, as the earliest publication of the stone.|in ground|earliest|Macalister/1945, 135: `The third supporting stone on the left-hand side (as you enter) of the outer section'. |pilsp||inc|inc||converted|0.97|visible||visible||visible|Macalister/1945|3|2|visible||10.5|visible||7|visible||0||f|AGHIB/1
AGHIB|2|first mentioned|1879|Brash, R.R.|Macalister/1897, 20, cites Brash/1879, 236--237, as the earliest publication of the stone.|in struct|earliest|Macalister/1945, 136: `A supporting stone opposite No. 1 [AGHLIB/1]'. |pilsp||inc|inc||converted|0.69|visible|0.46|visible|0.15|visible|Macalister/1945|2|3|visible|1|6|visible|0|6|visible||0||f|AGHIB/2
AGHIB|3|first mentioned|1879|Brash, R.R.|Macalister/1897, 20, cites Brash/1879, 236--237, as the earliest publication of the stone.|in struct|earliest|Macalister/1897, 25: `This is a lintel in the second chamber of the cave'.|pilsp||complete|inc||converted|1.68|visible|0.18|visible|0.46|visible|Macalister/1945|5|6|visible|0|7|visible|1|6|visible|| 1|Macalister/1945, 137: `...plain cross of two lines'.|f|AGHIB/3
BAKNK|14|non-arch dig|1891|Barry, E., Rev.|"Macalister/1907, 108: `first brought to knowledge through the exertions of the late Father Barry, who, after describing them, had them buried again where they were found. They were afterwards re-exhumed, however, by Mrs Donovan''s sons''.

Macalister/1945, 85: `Afterwards under the influence of Rev. Canon Power...removed to University College, Cork''."|in display|museum|Macalister/1945, 85, now in `University College, Cork'.|pilsp||complete|good||converted|1.07|actual|0.51|actual|0.11|actual|Macalister/1945|3|6|actual|1|8|actual|0|4.5|actual||0||f|BAKNK/14
ARDNE|1|first mentioned|1945|O'Sullivan, P.||in display|museum|Macalister/1945, 139; `...it is now in the Museum of University College, Cork'. |ind||frgmntry|poor|"Macalister/1945, 139--140: `...it has evidently been broken for building purposes from the top of a larger stone. The beginning of the lettering has been dressed away by the masons''.

Cuppage et al/1986, 248: `...there was no justification for Macalister''s claim that the fragment came from the `the top of a larger stone''. Both ends were fractured`. "|converted|0.24|actual|0.18|actual|0.1|actual|Macalister/1945|0|9.62|actual|0|7|actual|0|3.75|actual||0||f|ARDNE/1
ARFYN|1|arch excav|1969|White, R.B.|The stone was re-used some time after its first erection as the lintel stone in a long-cist grave. Upon its excavation, it was moved to Bodedern parish church.|in display|on site|The stone is currently in Bodedern parish church.|pilsp||complete|good|White/1971--1972, 34, argues that the stone is largely unweathered. Nor was not damaged in excavation. However, White notes that stone's back `had been repeatedly plough struck'.|White/1971-1972||inc||inc||inc|converted|||inc|||inc|||inc||0||f|ARFYN/1
TOURP|23|arch excav|1909|Prof. M.V. Duigan||inc|inc||slbcr|"Macalister/1949, 213, notes of TOURP/9 to TOURP/31 that they are all, `...fragmentary slabs of sandstone''.
"|frgmntry|poor||converted||inc||inc||inc|Macalister/1949|||inc|||inc|||inc||1|"Macalister/1949, 213: `Two crosses''.
Lionard/1964, 104, Fig. 3.2 is an illustration of the crosses based upon Duigan''s drawings. "|f|TOURP/23
CLMAC|222|first mentioned|1949|Mr. Molloy|First recorded in Macalister/1949, 67. Probably found by Mr. Molloy.|inc|on site|Macalister/1949, 67, recorded the stone as on site.|slbcr||frgmntry|poor|Macalister/1949, 67, describes the stone as a fragment.|converted|0.22|actual|0.17|actual|0.06|actual|Macalister/1949|0|8.75|actual|0|6.5|actual|0|2.5|actual||1|Macalister/1949, 67, `Fragment with two lines of a rectangular panel'.|f|CLMAC/222
CLMAC|104|first mentioned|1822|G. Petrie|"Petrie/1872, 62, `Drawn by Dr. Petrie at Clonmacnois, in the year 1822''.

Recorded as still on site in Macalister/1949, 53."|inc|on site||slbcr||complete|some|Macalister/1909, 28, `The central expansion is now clogged with lime, and the pattern can no longer be made out'.|converted|0.86|actual|0.48|actual|0.06|actual|Macalister/1949|2|10|actual|1|7|actual|0|2.5|actual||1|"Macalister/1909, 28, `A cross with circular centre and arm-ends rather larger than a semi-circle, all containing key-patterns''.

Macalister/1949, 53, `cross with key-pattern enrichment''."|f|CLMAC/104
LVEYN|1|non-arch dig|1900|workmen||on ground|on site|Last published location is in the church at Llanveynoe.|pillc||incomplete|some||converted|0.69|actual|0.38|actual|0.04|actual|RomillyAllen/1902|2|3|actual|1|3|actual|0|1.5|actual||1||f|LVEYN/1
MADR2|2|first mentioned|1949|Macalister, R.A.S.|"Macalister/1949, 179, `built into the `N. wall of the N. aisle, west of the entrance door''.

According to Okasha/1993, 182, no other authority has seen this stone and Macalister''s drawing (pl. LXIII, 1049) is the only drawing.

Thomas/1994, 330: `Cannot be found; wrong location apparently cited, no other traced.''"|lost|lost||ind|Macalister/1949, 179: `A stone... arched in shape, and with a tenon worked at one end.'|n/a|n/a|Stone lost.|converted|1.16|actual||actual||uncertain|Macalister/1949|3|9.5|actual||9|actual|||uncertain||0||f|MADR2/2
TOURP|24|arch excav|1909|Prof. M.V. Duigan||inc|inc||ind|"Macalister/1949, 213, notes of TOURP/9 to TOURP/31 that they are all, `...fragmentary slabs of sandstone''.
"|frgmntry|poor||converted||inc||inc||inc|Macalister/1949|||inc|||inc|||inc||0||f|TOURP/24
BAKNK|15|non-arch dig|1891|Barry, E., Rev.|Macalister/1907, 108: `first brought to knowledge through the exertions of the late Father Barry, who, after describing them, had them buried again where they were found. They were afterwards re-exhumed, however, by Mrs Donovan's sons...two of the stones [including this one] were left in the drain, their great weight preventing their removal'.|inc|inc|Macalister/1907, 108: `two of the stones [including this one] were left in the drain, their great weight preventing their removal'.|pilsp||inc|inc||converted|2.02|actual|0.51|actual|0.23|actual|Macalister/1945|6|7.5|actual|1|8|actual|0|9|actual||0||f|BAKNK/15
MONAT|2|in/on structure|1872|R.R. Brash|Macalister/1945, 116, `found in 1872, used as building material in the construction of an underground chamber in this townland'.|in display|museum|Macalister/1945, 116, `purchased by the Royal Irish Academy, and now in their collection in Dublin'.|pilsp||complete|some|Macalister/1945, 118: `Broken in two'. |converted|0.91|actual|0.39|actual|0.11|actual|Macalister/1945|3|0|actual|1|3.5|actual|0|4.5|actual||0||f|MONAT/2
NEVRN|4|||||||||||||||||||||||||||||||||f|NEVRN/4
TOURP|25|arch excav|1909|Prof. M.V. Duigan||inc|inc||ind|"Macalister/1949, 213, notes of TOURP/9 to TOURP/31 that they are all, `...fragmentary slabs of sandstone''.
"|frgmntry|poor||converted||inc||inc||inc|Macalister/1949|||inc|||inc|||inc||0||f|TOURP/25
NBRTH|1|first mentioned|1698|Lhwyd, Edward|"RCAHMW/1925, 249--250: `In British Museum Ms., Stowe, 1024, is a sketch of a monolith... ''.

Macalister/1945, 423, dates this MS. to 1698.

Westwood/1882, 41, `A third of these drawings...representing a stone ``found at a place called Shoreditch, near the town of Narberth''''.  It is hoped that some of our Pembrokeshire correspondents will be able to rediscover and send us a rubbing of this hitherto unpublished stone''.

Nash-Williams/1950, 195, `Now lost''."|lost|lost|Nash-Williams/1950, 195, `Now lost'.|pilsp|"RCAHMW/1925, 249, `a monolith, stated to have been 2 feet 6 inches long and 17 inches broad''.

Nash-Williams/1950, 195, `Rough pillar-stone.''"|n/a|n/a||converted|0.76|uncertain|0.43|uncertain||ind|Lhwyd (RCAHMW/1925)|2|6|uncertain|1|5|uncertain|||ind||0||f|NBRTH/1
TOURP|26|arch excav|1909|Prof. M.V. Duigan||inc|inc||inc|"Macalister/1949, 213, notes of TOURP/9 to TOURP/31 that they are all, `...fragmentary slabs of sandstone''.
"|frgmntry|inc||converted||inc||inc||inc|Macalister/1949|||inc|||inc|||inc||0||f|TOURP/26
ARRAG|1|first mentioned|1840|Hitchcock|Cuppage et al/1986, 248: `When first discovered, the stone stood buried in peat to within 2 feet (.6m)'. |in ground|earliest|Cuppage et al/1986, 248: `...this stone stands in the elevated and exposed gap between Masatiompan and the steep N slopes of Brandon mountain, and commands a dramatic view to both sides of the mountain range'. |pilsp||incomplete|poor|"Macalister/1945, 141: `From one face a slab , 4'' 3'" long and of a maximum thickness of 6 inches, has been removed, there creating a new surface and new arrises. This was almost certainly for the purpose of removing the original (pagan) epitaph;  the destroyer has recorded his own name upon the new angles...this ecclesiast doubtless claimed merit for his work of iconoclasm''. "|converted|1.91|actual|0.38|actual|0.2|actual|Macalister/1945|6|3|actual|1|3|actual|0|8|actual||2|"Macalister/1945, 141: `...this ecclesiastic...cut, on the new face, a degenerate form of the chi-rho symbol, and on the back of the stone a representation of a sacramental wafer''.

Cuppage et al/1986, 248: `Both faces are inscribed with crosses and there appears to have been some dressing of the stone to prepare surfaces for the carvings. One face  bears a Maltese cross with a hook-like expansion at the right side of the upper arm: this is a monogram form of the chi-rho symbol. The opposite face bears a Maltese cross within a circle; the lower arm is linked to the circle by a short, straight stem''. "|f|ARRAG/1
