"SITE"|"NAME"|"CEL_NAME"|"PLACE"|"CEL_PLACE"|"PARISH"|"CEL_PARISH"|"COUNTY"|"CEL_COUNTY"|"COUNTRY"|"HEIGHTOD"|"SITE_TYPE"|"SITE_DESCR"|"SITE_HISTO"|"Site Address"|"grid"|"easting"|"northing"|"lat"|"lon"
"BLHER"|"Ballinvoher"|"inc"|"Ballinvoher"|"inc"|"Corkaguiny"|"inc"|"Kerry"|"inc"|"Ireland"|NULL|"lands"|"Macalister/1945, 160, `The only available information as to its provenance is in the Graves's paper quoted above, where it is said to have been found `in the townland of Ballinvoher, Barony of Corkaguiny, O.S. maps, including No. 45'. 

Cuppage et al/1986, 252, `Precise provenance unknown...According to Graves (1894, 374), this ogham stone was discovered in 1893 in the townland of Ballinhover. No such townland now exists. Ballinhover is the name of a large parish stretching from Anascaul in the W to Aughils on the barony boundary to the E. However, the name Ballinhover is also applied to the immediate environs of the village in Ballyandreen townland. Ballinhover Fort...is sited just beside the village and Ballinhover Graveyard...located  in the adjoining townland of Rathduff. It seems likely then that the ogham stone was found in or close to this village, and that Graves took the name of this small area to be that of a townland'. "|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"BLHUN"|"Ballynahunt"|"inc"|"Ballynahunt"|"inc"|"Corkaguiney"|"inc"|"Kerry"|"inc"|"Ireland"|NULL|"modsc"|"Macalister/1945, 164: `...the wall of a house at the entrance to the village'.

Cuppage et al/1986, 253, `Windele (1848, 390), recorded the tradition that it originally came from near a well `up the mountain east of Ballynahunt'."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"BLNIG"|"Ballineanig"|"inc"|"Ballineanig"|"inc"|"Corkaguiney"|"inc"|"Kerry"|"inc"|"Ireland"|NULL|"lands"|"Macalister/1945, 142: `...the townland of Reask'.

Cuppage/etal/1986, 256: `Precise provenance unknown...discovered serving as the lintel over a cabin door'."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"BLTAG"|"Ballintaggart"|"Baile an Tsaigart"|"Ballintaggart"|"Baile an Tsaigart"|"Corkaguiney"|"inc"|"Kerry"|"inc"|"Ireland"|NULL|"cemet"|"Macalister/1945, 151: `A circular cemetery enclosure, about 1 mile S.E. of Dingle'. 

Cuppage/etal/1986, 264: `Ballintaggart church (site of) and old burial ground. An Cheallu~nach or An Lisi~n: This circular enclosure crowns the summit of a low, but prominent, hillock between Dingle Harbour and Trabeg. The site of a church is shown within the enclosure on the OS maps, but nothing more is known about this, and no visible trace survives. Children were still being interred there in the burial ground in the mid-19th century (OSBN Garfinny, 28). A low cairn of stones, including much quartz, lies c. 13m to E of the enclosure and 'other tombs' with great unshapen stones half buried' lay a little to E of this again (OSL)'."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"BLTER"|"Ballintermon"|"Baile an Tearmainn"|"Ballintermon"|"Baile an Tearmainn"|"Corkaguiney"|"inc"|"Kerry"|"inc"|"Ireland"|NULL|"lands"|"Macalister/1945, 157: `In a field called 'Parc a ghallain' (field of the pillar stone)'.

Cuppage/etal/1986, 44: `a NW facing slope overlooking the Anascaul Valley'."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"BLVOO"|"Ballyvooney"|"inc"|"Ballyvooney"|"inc"|"Decies without Drum"|"inc"|"Waterford"|"inc"|"Ireland"|NULL|"other"|"Macalister/1945, 266: `beside a holy-well called Toberkillea'."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"BLYGH"|"Ballymorereagh"|"An Baile Riabhach"|"Ballymorereagh"|"An Baile Riabhach"|"Corkaguiney"|"inc"|"Kerry"|"inc"|"Ireland"|NULL|"lands"|"Macalister/1945, 163: `In front of the oratory called Teampull Geal'."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"BODFD"|"Bodfeddan"|"Bodfeddan"|"Bodfeddan"|"Bodfeddan"|"Llanbeulan"|"Llanbeulan"|"Anglesey"|"Sir Fon"|"Wales"|NULL|"lands"|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"BOSKN"|"Vellansajer"|"inc"|"Tregadgwith?"|"inc"|"St Buryan"|"inc"|"Cornwall"|"Kernow"|"England"|NULL|"modsc"|"Thomas/1980, 107, `site not now recoverable'. "|"No information."|NULL|NULL|NULL|NULL|NULL|NULL
"BOSLW"|"Boslow"|"inc"|"Boslow"|"inc"|"St Just"|"inc"|"Cornwall"|"Kernow"|"England"|NULL|"lands"|"Okasha/1993, 73, states that the earliest known location for the stone is in the wall of a barn at Bosworgey Farm..ham by Mr P. Okasha/1993, 73: `C. G. Henderson...quoted Hals who, in the late seventeenth century, saw the ruins of a chapel `upon Bodeworgy lands'.  C. G. Henderson said the chapel had disappeared but that, around 1916, a tenant of Bosworgy dug up `a portion of a paved floor' in the orchard in front of"|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"BOSWR"|"Bosworgey"|"inc"|"St Columb Major"|"inc"|NULL|"inc"|"Cornwall"|"Kernow"|"England"|NULL|"modsc"|"Macalister/1945, 292: `standing by the gate of a field beside the road, a short distance due south of `Piggot's Cr"|"Westwood/1851, 145: `...the pretty little church of Baglan, near Neath, previous to its recent restoration, I found this stone lying exposed, face upwards, as one of the coping-stones of the churchyard wall. '

Rhys/1873, 7--8: `Baglan Church, about three miles from Briton Ferry station.'

"|NULL|NULL|NULL|NULL|NULL|NULL
"BOWDN"|"Bowden"|"inc"|"Bowden"|"inc"|NULL|"inc"|"Devon"|"inc"|"England"|NULL|"modsc"|"Okasha/1993, 75, notes that the stone was found in a watery ditch near the turnpike road, and that all subsequent discussion of the stone are derived from Gough/1806, 50-51."|"None."|NULL|NULL|NULL|NULL|NULL|NULL
"BQUIN"|"Ballyquin"|"inc"|"Ballyquin"|"inc"|"Middle Third"|"inc"|"Waterford"|"inc"|"Ireland"|NULL|"lands"|"Macalister/1945, 292: `standing by the gate of a field beside the road, a short distance due south of `Piggot's Cross'.'"|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"BRAGH"|"Ballyeightragh"|"An Baile Iochtarach"|"Ballyeightragh"|"An Baile Iochtarach"|"Corkaguiney"|"inc"|"Kerry"|"inc"|"Ireland"|NULL|"other"|"Macalister/1945, 162, states that the stones were found when a flood dislodged them from the bed of a stream."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"BRATT"|"Brandsbutt"|"inc"|"Brandsbutt"|"inc"|NULL|"inc"|"Aberdeenshire"|"inc"|"Scotland"|NULL|"lands"|"Forsyth/1996, 103: `Brandsbutt is situated by the old road north from Aberdeenshire into Moray (the modern A96) specifically on the route to the hill-fort of Dunnideer'. "|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"BRAW1"|"Castle Villa"|"Cas Wilia"|"Castle Villa"|"inc"|"Brawdy"|"inc"|"Pembrokeshire"|"Benfro"|"Wales"|NULL|"settl"|"Dark/1992c, 36--37: `...hill-fort and modern farm site at Cas Wilia in the north of Brawdy parish'.

According to RCHAMW/1925, 25, no. 62, the site is situated on the west bank of the Bran ddu Brook. Its inner enclosure measures 100 by 150 feet, and is defended by two or three earthern banks and ditches, now much destroyed."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"BRAW2"|"Brawdy Farm"|"inc"|"Brawdy Farm"|"inc"|"Brawdy"|"inc"|"Pembrokeshire"|"Benfro"|"Wales"|NULL|"modsc"|"Williams and Nash-Williams/1937, 4, `...farmyard of Brawdy Farm, immediately adjacent to Brawdy Church'."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"BRAW3"|"Cas Wilia Farm"|"inc"|"Cas Wilia Farm"|"inc"|"Brawdy"|"inc"|"Pembrokeshire"|"Sir Benfro"|"Wales"|NULL|"modsc"|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"BRAW4"|"Rickardston Hall Farm"|"inc"|"Rickardston Hall Farm"|"inc"|"Brawdy"|"inc"|"Pembrokeshire"|"Sir Benfro"|"Wales"|NULL|"modsc"|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"BRCKN"|"Brackloon"|"An Breach-Chulain"|"Brackloon"|"An Breach-Chulain"|"Corkaguiney"|"inc"|"Kerry"|"inc"|"Ireland"|NULL|"soutn"|"Macalister/1945, 166: `Hitchcock's notebook records that this stone was found about 1848 in the souterrain of a fort in a field called `Parkalassa' (parc a' leasa, `the field of the fort') on the townland of Brackaloon'. 

According to Cuppage et/1986, 124, it is possible that this was the univallate rath `situated on a W facing slope, in undulating pasture land at the base of Knockafeehane mountain...It was shown on the 1st edition of the OS map as a circular enclosure, but the site is now very densely overgrown and interfered with by field fences...The field in which this rath is located is called locally as Pairc na Claishe, not Pairc an Leasa, but it is possible that Hitchcock confused the two names'. 
"|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"BREAS"|"Breastagh"|"Breastagh"|"Breastagh"|"Breastagh"|"Tirawley"|"inc."|"Mayo"|"inc"|"Ireland"|NULL|"lands"|"Gippert/Web, Ogham 10, `According to Ferguson, PRIA 15, 1874, 201, this stone was found in April 1874 by one W.K. Dover in the farmlands of Breastagh, 350 yds. west of ""Millaghnacross"" (6""-map 6: Mullaghnacross) near by the road running from Killala to Foghill / Kilcummin, i.e. about 5 M from Aghaleague {9}. Ferguson underlines that the stone is located ""centrally among several groups of Cromlechs, which are indicated in the same lands of Breastagh, and in the adjoining lands of Carbadmore and Rathfran"" (cp. Rathfran Bay and Abbey). In OI, 58, Ferguson speaks of ""the singularly Patrician character of its local surroundings"", given that Foghill is ""the site of the wood of Focluth"", in the ""immediate vicinity is Rathban, a residence of that Auley son of Fiachra, the contemporary of Patrick, from whom the barony takes its name"", and ""Fiersad Tresi, in which Tresi wife of Auley was drowned"", etc.
Ferguson points to the fact that Rathfran ""was undoubtedly a residence of Amalgaid, or Awley, the cotemporary of Patrick, from whom the barony takes its name, and in Foghill we probably have some trace, in its northern limits, of that wood of Fochlaidh, celebrated in all lives of the saint"". He then reports about some further localities mentioned in the tradition about Amalgaid and his successors.'
"|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"BREAY"|"Bressay"|"inc"|"Bressay"|"inc"|"Shetland"|"inc"|"Shetland"|"inc"|"Scotland"|NULL|"cemet"|"Forsyth/1996, 117: `...a piece of waste land near the old churchyard of Cullinsburgh (formerly known as Culbinsgarth)'.  "|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"BRHAM"|"Burnham"|"Raithin Ui Bhuaigh"|"Burnham"|"inc"|"Corkaguiney"|"inc"|"Kerry"|"inc"|"Ireland"|NULL|"inc"|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"BRHGW"|"Breaghwy"|"Breaghwy"|"Breaghwy"|"Breaghwy"|"Carra"|"inc"|"Mayo"|"inc"|"Ireland"|NULL|"modsc"|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"BRHKL"|"Brookhill"|"inc"|"Brookhill"|"inc"|"Dunkerron North"|"inc"|"Kerry"|"inc"|"Ireland"|NULL|"modsc"|"McManus/1991, 71: `Found in the townland of Brookhill...among stones from a demolished field-fence'. "|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"BRIDE"|"Ballavarkish"|"Ballavarkish"|"Ballavarkish"|"Ballavarkish"|"Bride"|"inc"|"Isle of Man"|"Ynys Manaw/Ellan Vannin"|"Isle of Man"|NULL|"eccle"|"Kermode/1911-1912, reprinted as Appendix B, Kermode/1994, 15, argues that the site is that of a keeill."|"The site has not been dug, so we do not know the age of the keeill. A nearby field is known as 'Faie Rollag' which Kermode/1911a suggests meant 'close of the graveyard', perhaps suggesting that there was a cemetery attached to the keeill.

Kermode/1911-1912, reprinted in Kermode/1994, Appendix B, 15--18,  argues that the inscriptions on the cross indicate a monastery on the site with a scriptoria.

Thomas/1971, 190, on the basis of the inscriptions, suggests that it was a site which attracted pilgrims. Cubbon/1982, 265, agrees."|NULL|NULL|NULL|NULL|NULL|NULL
"BRIDL"|"Bridell"|"inc"|"Bridell"|"inc"|"Bridell"|"inc"|"Pembrokeshire"|"Sir Benfro"|"Wales"|NULL|"eccle"|"RCAHMW/1925, 31, `Bridell...The church was practically rebuilt in 1886, doubtless on the early foundations.  In consists of nave, chancel, north porch, and bell-cote above the western gable.  A portion of the earlier west wall was retained, and strengthened externally by a butress.  The font is a plain square bowl, 18 inches outer and 14 inches inner measurements ; it stands on a circular shaft and square base, and has a total height of 27 inches.  It is entirely devoid of ornamental detail, but is without doubt of the Norman period.'"|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"BRMOU"|"Brandon Mountain"|"inc"|"Brandon Mountain"|"inc"|"Corkaguiny"|"inc"|"Kerry"|"inc"|"Ireland"|NULL|"lands"|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"BROD"|"Brodie"|"inc"|"Brodie"|"inc"|"Dyke"|"inc"|"Moray"|"inc"|"Scotland"|NULL|"cemet"|"Forsyth/1996, 139, `...the graveyard of the old church (NGR NH 990584)' at Dyke, Moray (formerly Elginshire)."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"BRUGH"|"Brookbrough"|"inc"|"Brookbrough"|"inc"|"Magherastphana"|"inc"|"Monaghan"|"inc"|"Ireland"|NULL|"eccle"|"Petrie/1878, 73, `Brookborough is situated in the parish of Aughavea, in the barony of Magherastephana, in the east of the county of Fermanagh...There was an ecclesiastical establishment here, which was probably of very ancient origin, for in the Martyrology, November 14, we read: - 'Lassar of Achadh-beithe, daughter of Ronan, son of Ninnidh, of the race of Eoghan, son of Niall'...This place is not mentioned in the Annals until the fifteenth or sixteenth centuries, when the deaths of three ecclesiastics there are recorded'."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"BRYNK"|"Llystyngwyn"|"inc"|"Brynkir"|"inc"|"Dolbenmaen"|"inc"|"Caernarvonshire"|"Sir Caernarfon"|"Wales"|NULL|"lands"|"`Landscape' site where the stone was reused as a gate-post on the farm.

Rhys/1903, 255--256, `The stone is within a mile of Brynkir station, on the railway between Carnarvon and Afon Wen ; it is on a farm called Llystyn Gywn...it forms the end of a hedge where a gate or hurdle might be set up.  The farmer found it in a spot not far off, which he showed us...'."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"BTOBR"|"Ballintober"|"Ballintober"|"Ballintober"|"Ballintober"|"Carra"|"inc"|"Mayo"|"inc"|"Ireland"|NULL|"modsc"|"Macalister/1949, 10, recorded this stone's reuse in an ecclesiastical context. Initially a stone 'in the wall of the ancient monastic church', it was subsequently laid, 'as the top step in a flight leading down to a church door', a situation that resulted in some damage. However,  `the matter having been brought to the attention of the ecclesiastical authorities the stone was returned to a position in the church wall'. "|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"BUCKM"|"Buckland Monachorum"|"inc"|"Buckland Monachorum"|"inc"|"Buckland Monachorum"|"inc"|"Devon"|"inc"|"England"|NULL|"lands"|"Okasha/1993, 79, `The stone now stands in a field in the Parish of Buckland Monachorum. The owner of the land is not willing to allow publication of any further details of the location of the stone'. This makes a discussion of the site impossible.

Pearce/1982, 5, states that the stone is in the `south of the parish, near the farm house', and that `Perhaps it, too, originally marked a track running towards Buckland churchyard'."|"No details of site known."|NULL|NULL|NULL|NULL|NULL|NULL
"BUKIL"|"Bunkilla"|NULL|"Bunkilla"|NULL|"East Muskerry"|NULL|"Cork"|NULL|"Ireland"|NULL|"inc"|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"BURGA"|"Burgatia"|"inc"|"Burgatia"|"inc"|"West Carbery"|"inc"|"Cork"|"inc"|"Ireland"|NULL|"cemet"|"Macalister/1945, 81: `...a small graveyard, containing the ruins of an ancient oratory known as _Teampuleen Fachtna_, and used exclusively for the burial of unbaptised children'. "|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"BURIN"|"Burrian"|"inc"|"Burrian"|"inc"|"North Ronaldsay?"|"inc"|"Orkney"|"inc"|"Scotland"|NULL|"settl"|"Forsyth/1996, 187: `the Broch of Burian on the small island of North Ronaldsay, Orkney (NGR HY 7627 5138)'. "|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"BURNF"|"Burnforts"|"inc"|"Burnforts"|"inc"|"Barrets"|"inc"|"Cork"|"inc"|"Ireland"|NULL|"soutn"|"Macalister/1945, 61: `...the souterrain of a fort called _Raith an Toiteain (`Fort of the Burning'), _anglice_ Burnfort, which has given its name to the townland'. "|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"BWEEN"|"Ballywiheen"|"Baile Bhotein"|"Ballywiheen"|"Baile Bhotein"|"Corkaguiney"|"inc"|"Kerry"|"inc"|"Ireland"|NULL|"lands"|"Macalister/1945, 194: `...townland'.
Cuppage et al/1986, 194: `A small circular cashel situated on the lower, SSE facing slopes of Croaghmarhin'. "|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"CACHU"|"Calry Church"|"inc"|"Calry Church"|"inc"|"Clonlonan"|"inc"|"Westmeath"|"inc"|"Ireland"|NULL|"eccle"|"Macalister/1949, 79, `the side of a mound in the grounds of Shurock, a short distance north of Moate railway station'. "|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"CALDY"|"Caldey Island"|"inc"|"Caldey Island"|"inc"|NULL|"inc"|"Pembrokeshire"|"Sir Benfro"|"Wales"|NULL|"eccle"|"Westwood/1879, 106--108, `It appears to have been a very prevalent custom among the early Christians, both in Great Britain and Ireland, to establish their communities upon small islands adjoining the coast, where, free from the chances of sudden attack, they could pursue the quiet objects of their existence unmolested and undisturbed. The great establishment of Lindisfarne on the Northumbrian coast, of various religious establishments on Ireland's Eye, the Skellig, and other small islands on the coast of Ireland, may be cited as instances of this practice, whilst Bardsey Island, the chapel island of St. Tecla at the mouth of the Wye, Barry Island on the Glamorganshire coast, Ramsay Island near St. David's, and Caldy Island near Tenby, have been more or less celebrated in Wales for the religious establishments which have existed upon them.

`On the last-named island are still the ruins of a priory, founded in the twelfth century. Here however, as at Bardsey, proof of the religious occupation of the island at a period long antecedent to any indication afforded by the architectural peculiarities of the existing ruins has been obtained in the discovery of an inscribed slab of stone, dug up in the ruins of the priory ...

`The late excellent antiquary, Albert Way, Esq., has given in the Arch. Camb., 1870, pp. 122--140, a description of a remarkable alabaster reliquary found in the island of Caldy (communicated by Mr. Edward Kynaston Bridger, cousin to the late Mr. Corbet Kynaston), about 8 inches long by 2¼ inches high. It is in the shape of a small mediæval altar-tomb, with a recumbent figure on the top, which may be assigned to the latter half of the fifteenth century. Mr. Way has completed the account of this relic by a notice of other remains on Caldy Island, including the inscribed stone above described, of which he has reproduced my engraving.'

RCAHMW/1925,  37--40, has a long description of the remains on Caldey Island."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
